name,duration,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars,genre
Hands Together - House of Omni Hands Together Extended Club Mix,396,6,Gershon Jackson;Reset Preset,Glitterbox - Where Love Lives,0.64,0.779,5,-6.338,0.0826,0.000526,0.571,0.11,0.69,126.054,832.0,210.0,chicago-house
Back From The Dead - Streiks & Kratchs Refix,190,27,Partyraiser;Paul Elstak;Streiks & Kratchs,Westcoast Animals,0.648,0.515,7,-8.323,0.0571,0.0216,0.0,0.271,0.0386,100.067,312.0,77.0,techno
Eins Zwei Polizei,175,23,Die Draufgänger,Grün,0.699,0.905,11,-3.717,0.0354,0.0124,0.000142,0.106,0.971,144.984,415.0,103.0,happy
千年之戀,228,55,F.I.R.,無限,0.414,0.851,5,-3.115,0.11,0.14,0.0,0.423,0.256,142.399,528.0,134.0,mandopop
Gravity,377,8,Ben Lukas Boysen,Gravity (Special Edition),0.172,0.0701,8,-15.747,0.046,0.834,0.95,0.136,0.0505,119.596,704.0,176.0,idm
Dream on the street,236,19,DA PUMP,DA POP COLORS,0.797,0.969,4,-1.605,0.0979,0.156,0.0,0.112,0.524,118.06,457.0,114.0,j-dance
Obsidian Spires,302,3,De Profundis,The Blinding Light of Faith,0.279,0.953,7,-6.137,0.103,0.000273,0.00473,0.174,0.246,200.661,1004.0,254.0,black-metal
Start The Engine,361,47,Joris Delacroix;Ornette,Night Visions,0.511,0.78,0,-9.381,0.0753,0.168,0.54,0.0574,0.312,119.974,711.0,178.0,techno
だいじょばない,184,53,Perfume,LEVEL3,0.564,0.982,1,-1.992,0.0455,0.0386,0.844,0.129,0.868,128.008,390.0,96.0,j-idol
Shooz Who,350,8,Datassette,Existenzmaximum - EP,0.748,0.856,8,-12.032,0.0396,0.000887,0.843,0.0619,0.502,127.995,745.0,185.0,idm
Insomnia,179,64,Daya,Insomnia,0.754,0.653,7,-5.095,0.0611,0.0944,0.0,0.383,0.379,123.084,358.0,88.0,chicago-house
Cursed Be Thy Kingdom,176,16,Bewitcher,Cursed Be Thy Kingdom,0.295,0.953,4,-5.58,0.0814,2.72e-06,0.000332,0.142,0.645,141.102,408.0,101.0,black-metal
All The Little Things - Undercatt Remix,414,44,Giorgia Angiuli;Undercatt,All The Little Things EP,0.72,0.772,2,-10.38,0.0443,0.00756,0.864,0.0825,0.0576,123.001,841.0,211.0,techno
Get It On Tonight,230,25,Montell Jordan,Playa,0.809,0.58,6,-13.202,0.0942,0.192,2.09e-06,0.0672,0.922,101.068,388.0,97.0,j-dance
i'm tired of feeling this way,148,0,Elijah Who,i'm tired of feeling this way / lychee juice,0.798,0.117,0,-16.003,0.0723,0.992,0.821,0.114,0.192,137.83,337.0,84.0,sleep
Peixes,159,45,Xamã;Bagua Records;Portugal No Beat;Xavi,Zodíaco,0.858,0.636,1,-4.99,0.0897,0.107,0.0,0.127,0.647,122.05,319.0,79.0,brazil
Beginnings,210,37,Rival Consoles,Now Is,0.552,0.452,5,-13.85,0.0294,0.89,0.881,0.0893,0.0631,127.982,429.0,107.0,idm
Fuego - Julian Jeweil Remix,392,48,Dubfire;Oliver Huntemann;Julian Jeweil,Retrospectivo 2008 - 2016,0.803,0.852,1,-7.911,0.0493,9.02e-05,0.901,0.0712,0.103,124.981,807.0,202.0,techno
I Won't Say (I'm in Love) / Shizuka Kudo,139,36,Shizuka Kudo,Hercules (Original Motion Picture Soundtrack/Japanese Version),0.66,0.349,0,-15.717,0.0561,0.657,0.0,0.231,0.477,120.957,276.0,68.0,j-idol
ダンシングタンク♡,199,29,Momoiro Clover Z,祝典,0.378,0.961,6,-1.258,0.131,0.0123,2.15e-06,0.106,0.569,102.274,323.0,81.0,j-idol
House Illusion - Mixed,228,7,Paul Johnson,fabric presents The Martinez Brothers (DJ Mix),0.803,0.864,9,-8.205,0.0764,0.0604,0.878,0.0918,0.504,129.918,493.0,123.0,chicago-house
まさかシンガポール,287,25,NMB48,難波愛~今、思うこと~ (通常盤),0.448,0.955,8,-2.437,0.0543,0.67,1.29e-06,0.225,0.789,158.031,749.0,187.0,j-idol
Judai,302,62,Pritam;Kamran Ahmed,Jannat (Original Motion Picture Soundtrack),0.677,0.837,8,-4.814,0.0646,0.237,0.0013,0.115,0.829,111.934,557.0,140.0,indian
Romeo and Juliet,248,20,Sonic Wine,Valentine Kiss,0.45,0.167,2,-13.203,0.0325,0.994,0.811,0.0859,0.312,130.049,535.0,132.0,disney
So Close - Dancehall Mix,267,13,Devine,Tax Money Riddim,0.687,0.726,10,-5.654,0.113,0.144,0.0,0.061,0.675,90.068,342.0,85.0,industrial
A ver qué pasa - Estrella Damm 2021,232,59,Rigoberta Bandini,A ver qué pasa - Estrella Damm 2021,0.562,0.655,7,-9.207,0.0514,0.0159,0.00953,0.122,0.398,129.929,476.0,119.0,spanish
Voll wie Düse / Das was bleibt / Für immer und ewig - Hitmix,225,20,DJ Düse,Voll wie Düse / Das was bleibt / Für immer und ewig (Hitmix),0.648,0.946,11,-2.658,0.0783,0.0182,0.0,0.331,0.584,134.978,495.0,124.0,happy
手放開,265,58,Sam Lee,絕對痴心.手放開,0.694,0.618,1,-5.156,0.0366,0.31,0.0,0.106,0.458,111.943,488.0,123.0,mandopop
風,249,52,Yamazaru,風,0.437,0.961,11,-1.91,0.125,0.0599,0.0,0.367,0.619,161.968,656.0,163.0,j-idol
マイアミ午前5時(SEIKO STORY〜80's HITS COLLECTION〜),299,22,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.749,0.701,7,-7.26,0.0286,0.444,0.00114,0.111,0.789,129.624,636.0,159.0,j-idol
Let It Go (feat. Sporty-O) - Original Mix,299,15,Baymont Bross;Sporty-O,Positiva Thangs,0.871,0.657,0,-5.204,0.047,0.00538,0.000375,0.0433,0.564,130.008,647.0,161.0,breakbeat
不為誰而作的歌,265,61,JJ Lin,"""和自己對話"" 實驗專輯",0.402,0.641,2,-5.905,0.0335,0.534,0.0,0.112,0.252,145.054,635.0,159.0,mandopop
Der Christbaum ist der schönste Baum,122,0,Traditional;Friedrich Oberschelp;Christfried Bickenbach;Gerhard Bunk;Der Bielefelder Kinderchor,Alle Jahre wieder: Weihnachten mit Kindern,0.414,0.0872,7,-15.682,0.0432,0.979,0.0,0.204,0.562,115.047,215.0,52.0,sleep
Sensi - Original Mix,345,16,Ed Solo;Deekline,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,0.634,0.936,11,-3.695,0.0561,0.000554,0.000171,0.103,0.585,175.025,1005.0,251.0,breakbeat
Me dói te ver sem mim,151,29,Vitor Fernandes,Piseiro Apaixonado,0.662,0.735,9,-5.078,0.0368,0.601,1.31e-05,0.0908,0.715,156.008,391.0,97.0,forro
Alarmas,201,44,MELER;Lérica,Alarmas,0.616,0.737,1,-6.921,0.0513,0.0206,0.0,0.0729,0.748,99.92,327.0,80.0,spanish
Kidney In a Cooler,359,20,Keller Williams,Loop,0.559,0.41,1,-14.27,0.123,0.733,0.000106,0.132,0.684,90.887,534.0,134.0,bluegrass
Não Acaba Não,152,11,Manim Vaqueiro;NATTAN,Não Acaba Não,0.711,0.873,0,-2.896,0.0458,0.419,0.0,0.347,0.886,156.073,392.0,98.0,forro
紅の詩,268,26,Shiritsu Ebisu Chugaku,エビクラシー,0.444,0.983,7,-2.591,0.146,0.0325,0.00308,0.0944,0.575,162.03,704.0,178.0,j-idol
Amar Es Algo Más,426,37,Los Amigos Invisibles,Super Pop Venezuela,0.692,0.746,7,-6.359,0.0362,0.393,0.000496,0.257,0.613,107.981,765.0,192.0,afrobeat
Plastik Fantastik,208,15,Felix Da Housecat,He Was King,0.98,0.454,7,-7.141,0.0637,0.0312,0.00174,0.0835,0.285,130.027,449.0,111.0,chicago-house
Eleva,187,45,Big Up,Uni-Versos,0.736,0.665,0,-6.427,0.0487,0.0466,0.0,0.164,0.563,94.981,294.0,72.0,brazil
Without A Word,238,51,Sara Watkins,Young In All The Wrong Ways,0.579,0.171,11,-14.495,0.0303,0.901,0.000308,0.111,0.389,136.311,533.0,133.0,bluegrass
"Ondra Renda (From ""Kaakha Kaakha"")",306,56,Bombay Jayashri,Star Hits of Vijay & Surya,0.642,0.562,9,-9.304,0.0607,0.584,0.0,0.104,0.671,149.82,753.0,189.0,indian
Baby Volta pro Seu Nego (Versão Grave),143,24,Os Barões Da Pisadinha,Paredão Explode,0.75,0.76,2,-7.687,0.0528,0.00667,2.12e-05,0.0914,0.506,171.931,411.0,102.0,forro
Jazz Bars,151,40,Dusty Decks,Crackle & Chop,0.8,0.306,9,-7.781,0.0416,0.358,0.859,0.119,0.559,90.013,225.0,56.0,study
Way Maker - Live From Passion 2020,412,49,Passion;Kristian Stanfill;Kari Jobe;Cody Carnes,Roar (Live From Passion 2020),0.414,0.679,2,-7.806,0.0427,0.0184,0.0,0.0895,0.183,138.149,918.0,230.0,afrobeat
落とし穴,239,20,NMB48,シダレヤナギ (Special Edition),0.523,0.912,1,-2.243,0.0397,0.0612,0.0,0.369,0.824,161.906,626.0,156.0,j-idol
Loving You Like Always,199,48,NTO;Tricky;Marta,Apnea,0.8,0.403,11,-13.362,0.0583,0.719,0.267,0.11,0.0987,104.925,342.0,85.0,techno
Presbyterian Guitar,208,22,Bryan Sutton,The More I Learn,0.706,0.114,9,-17.386,0.0448,0.937,0.935,0.122,0.16,130.725,433.0,108.0,bluegrass
Different Way - Murdock's Every Man Do His Jungle Mix,243,21,Murdock;Errol Dunkley,Stronger,0.557,0.898,4,-2.452,0.0738,0.0273,0.000103,0.362,0.482,171.99,684.0,172.0,industrial
No No No - Serial Killaz Remix,317,14,Deekline;Ed Solo;Serial Killaz,"Welcome To The Jungle, Vol. 7: Jungle + Drum and Bass Soundclash",0.554,0.941,2,-2.444,0.0579,7.33e-05,0.422,0.0627,0.895,176.022,920.0,229.0,breakbeat
Summertimes,104,21,Miss Sangria,Floweristic,0.746,0.301,2,-9.566,0.0373,0.765,0.923,0.189,0.312,85.024,147.0,36.0,study
Badal Pe Paon Hai,243,53,Salim–Sulaiman;Hema Sardesai;Jaideep Sahni,Chak De India,0.649,0.788,9,-9.607,0.0373,0.0717,0.00232,0.0936,0.869,104.999,421.0,105.0,indian
炙愛 - 女聲版,181,60,Vicky Chen,Am I Who I Am,0.407,0.497,6,-5.828,0.0357,0.263,0.0,0.112,0.312,152.194,438.0,108.0,mandopop
Kidney in a Cooler,362,27,Keller Williams,Laugh,0.645,0.574,7,-12.268,0.0917,0.56,9.21e-05,0.124,0.748,103.921,631.0,160.0,bluegrass
If I Can't Get Down - Mousse T.'s Funky Shizzle Mix,227,49,Mike Dunn;Mousse T.,My House From All Angles (Remixes),0.837,0.934,0,-3.575,0.0876,0.0116,0.627,0.38,0.847,124.044,466.0,115.0,chicago-house
Sonnenstudio Marion,216,24,Die Atzen;Jürgen Drews,"Atzen Musik Vol.1, 2 & 3",0.696,0.898,7,-3.885,0.04,0.00179,0.0,0.0879,0.593,131.023,466.0,117.0,happy
Wa Wa Wahnsinnig,224,24,Ina Colada;Alex Engel,Wa Wa Wahnsinnig,0.415,0.963,0,-1.939,0.0806,0.049,0.0,0.194,0.677,127.271,434.0,109.0,happy
Burn for Free,209,29,Trampled by Turtles,Blue Sky and the Devil,0.406,0.813,4,-10.632,0.0467,0.0687,0.186,0.175,0.816,130.457,453.0,113.0,bluegrass
laugh at the balance,149,2,meadowzz,laugh at the balance,0.543,0.309,5,-15.471,0.14,0.457,0.92,0.118,0.304,115.703,220.0,72.0,study
Stonecutter,161,31,Smartface,Dissolve,0.728,0.577,5,-7.552,0.0503,0.386,0.902,0.146,0.709,89.979,242.0,59.0,study
Tennessee 1949,205,27,Larry Sparks,Silver Reflections,0.717,0.402,11,-12.128,0.0394,0.72,0.000131,0.105,0.888,95.509,324.0,80.0,bluegrass
Maior abandonado (Ao Vivo) - Live,163,2,Barão Vermelho,Só as Melhores do Pop Rock Brasileiro,0.668,0.63,4,-6.368,0.041,0.256,0.0267,0.162,0.904,143.041,385.0,95.0,brazil
Two Layers of Confusion,178,7,Matt Large,The Quiet Life,0.663,0.642,7,-8.122,0.0882,0.0586,0.776,0.408,0.539,141.913,421.0,105.0,study
Como Eu Quero,201,41,Brisa Star,Como Eu Quero,0.616,0.901,0,-2.357,0.0283,0.107,4.53e-06,0.273,0.812,153.975,513.0,127.0,forro
Groundhog Day - Extended Mix,284,8,Scooter,Groundhog Day (The Mixes),0.555,0.992,5,-5.04,0.143,0.00131,0.00596,0.245,0.1,154.982,725.0,183.0,happy
いとぐち,267,18,Rei Harakami,わすれもの,0.558,0.797,5,-12.499,0.0675,0.003,0.89,0.0925,0.117,119.996,517.0,171.0,idm
Gênio da Latinha,138,29,Pablo,Gênio da Latinha,0.69,0.63,11,-5.429,0.0502,0.327,0.0,0.129,0.745,127.854,291.0,72.0,forro
"Ding, Dong (Remastered 2014)",103,0,Traditional;Les Chanteurs de la Vierge,"Classical Christmas, Vol. 2",0.403,0.367,10,-15.286,0.0425,0.992,0.0117,0.287,0.153,91.099,154.0,37.0,sleep
Boate Azul,96,40,Chicão dos Teclados,Seresta 2020,0.92,0.51,11,-7.594,0.0671,0.435,0.0,0.504,0.863,126.979,205.0,51.0,forro
Rumba,99,57,Natos y Waor,Luna llena,0.776,0.813,6,-5.323,0.146,0.0994,6.16e-05,0.097,0.397,93.998,149.0,36.0,spanish
Até Quando Esperar,268,47,Plebe Rude,Brasília,0.504,0.871,2,-6.669,0.0436,0.000157,0.00179,0.118,0.601,94.095,417.0,104.0,brazil
OK OK - feat. Yo-Sea,162,25,CrazyBoy;Yo-Sea,HIP LIFE:POP LIFE,0.658,0.76,11,-6.613,0.155,0.0399,0.0,0.138,0.79,144.944,384.0,95.0,j-dance
"Happy Working Song - From ""Enchanted"" / Soundtrack Version",129,22,Amy Adams,The Princess and the Frog: Tiana and Her Princess Friends,0.679,0.38,2,-8.983,0.0395,0.832,0.0,0.286,0.638,86.033,181.0,45.0,disney
Uma Estrela,184,46,Desejo De Menina,Cumplicidade,0.419,0.607,8,-7.126,0.0435,0.647,1.69e-05,0.146,0.422,157.675,472.0,118.0,forro
Poderoso Deus,290,48,Tony Allysson,Poderoso Deus,0.488,0.553,0,-6.097,0.0306,0.52,9.49e-06,0.16,0.217,139.816,623.0,156.0,brazil
Véia Que Me Banca,131,38,Paulo Pires,Véia Que Me Banca,0.747,0.793,7,-5.255,0.0799,0.213,0.0,0.267,0.898,157.815,341.0,84.0,forro
Cerebellum,148,5,"Sarah, the Illstrumentalist",Good Rising,0.65,0.84,9,-10.832,0.053,0.192,0.868,0.0835,0.0951,123.047,295.0,74.0,study
Under You,262,3,Ten City,"THAT WAS THEN, THIS IS NOW",0.663,0.57,2,-10.465,0.0304,0.0426,0.0122,0.281,0.687,103.287,446.0,111.0,chicago-house
CHILDREN'S WORLD,307,28,Mr.Children,EVERYTHING,0.516,0.879,9,-8.289,0.0339,0.00789,7.35e-05,0.305,0.886,139.907,699.0,174.0,j-dance
Hold Whatcha Got,168,30,Tony Rice Unit,Manzanita,0.678,0.489,5,-11.556,0.0358,0.28,8.58e-06,0.107,0.899,104.836,282.0,70.0,bluegrass
The Choir,185,0,White Noise for Babies,Sea of White Noise,0.187,0.38,4,-12.22,0.0346,0.883,0.995,0.175,0.0358,79.347,238.0,58.0,sleep
Pink Lemonade - feat. The Attire,195,41,AmPm;The Attire,Pink Lemonade (feat. The Attire),0.824,0.59,8,-6.263,0.0515,0.562,0.0,0.0894,0.537,115.035,370.0,91.0,j-dance
これが運命なら,346,21,Ryuji Imaichi,LDH PERFECT YEAR 2020 SPECIAL SHOWCASE RYUJI IMAICHI “ZONE OF GOLD” SET LIST,0.514,0.582,2,-5.548,0.0402,0.329,0.0,0.0703,0.363,71.94,406.0,102.0,j-dance
O Último Bar,187,45,Matanza,Música para Beber e Brigar,0.455,0.974,9,-2.6,0.0486,0.00341,0.0,0.157,0.817,167.934,523.0,130.0,brazil
Pęknięcia,82,18,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.327,0.492,1,-14.419,0.0499,0.776,0.96,0.101,0.246,76.568,99.0,32.0,disney
Fuck the titties - The Viper & Tommyknocker Remix,358,17,Tha Playah;The Viper;Tommyknocker,Pussy Lounge 2016,0.466,0.947,6,-4.262,0.0866,0.185,0.0508,0.241,0.44,167.047,978.0,245.0,happy
Princesas,218,3,Pereza,Éxitos del Pop en Español de los Años 2000,0.683,0.824,7,-4.307,0.0397,0.0607,0.0,0.342,0.724,131.874,461.0,115.0,spanish
GOUNN,343,20,Momoiro Clover Z,桃も十、番茶も出花,0.452,0.954,1,-2.731,0.16,0.0205,0.000166,0.346,0.456,146.005,818.0,208.0,j-idol
The Wolfheart (English Version),295,15,Månegarm,Ynglingaättens Öde,0.251,0.96,10,-4.424,0.0664,2.53e-05,0.017,0.0795,0.179,105.734,536.0,135.0,black-metal
上海一九四三,195,48,Jay Chou,范特西,0.602,0.373,2,-9.13,0.0326,0.393,0.0,0.269,0.358,174.035,549.0,181.0,mandopop
Angels of Debauchery,272,26,Winds of Plague,Decimate the Weak,0.481,0.959,4,-3.658,0.0944,3.55e-05,0.675,0.133,0.28,114.399,512.0,131.0,black-metal
My Way (feat. Monty),213,67,Fetty Wap;Monty,Fetty Wap (Deluxe),0.748,0.741,6,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077,453.0,113.0,j-dance
Tortoise Shell,159,17,Jobii,Mimosas with the Girls,0.588,0.746,6,-6.123,0.0679,0.561,0.676,0.144,0.358,77.028,204.0,50.0,study
We Shall Overcome - Richie's Loonie Mix,342,9,Kenny Larkin;Richie Hawtin,We Shall Overcome,0.679,0.749,6,-7.429,0.0472,0.000892,0.000711,0.104,0.886,124.281,708.0,177.0,chicago-house
Tumble Dryer in Full Flow (No Fade for Looping),169,43,Silent Knights,White Noise Tumble Dryer Sounds,0.193,0.285,8,-16.851,0.0439,0.173,0.191,0.133,0.0394,88.715,249.0,61.0,sleep
Temps Perdut,205,29,Skaparapid,El Cuento de Nunca Acabar,0.481,0.874,5,-6.432,0.0803,0.39,4.76e-06,0.0592,0.923,92.231,352.0,89.0,spanish
Behne Do,180,47,Vismay Patel,Behne Do,0.676,0.385,8,-13.063,0.0595,0.775,0.0,0.359,0.413,100.034,291.0,72.0,indian
Die Beichte,294,19,Andreas Gabalier,Home Sweet Home,0.448,0.768,8,-5.951,0.101,0.103,0.0,0.119,0.489,151.014,570.0,144.0,happy
"Sancta Sanctio, Pt. 2",406,0,Parsa Shomali,Noise A Noise 20.4-1,0.202,0.658,6,-16.209,0.172,0.303,0.881,0.358,0.0625,79.301,529.0,131.0,iranian
Scotch & Chocolate,187,30,Nickel Creek,Why Should The Fire Die?,0.401,0.405,2,-10.542,0.0309,0.463,0.397,0.0749,0.441,154.447,468.0,118.0,bluegrass
Noor,158,52,Lost Stories;Akanksha Bhandari;Zaeden,Noor,0.792,0.718,1,-4.619,0.044,0.39,7.5e-05,0.301,0.545,103.049,268.0,68.0,indian
The Wait Is Over,139,26,Matt Large,As Real As It Gets,0.676,0.397,2,-10.426,0.0367,0.132,0.948,0.109,0.296,87.991,205.0,51.0,study
Te Quedó Grande la Yegua,231,34,Natalia Jiménez,"México de Mi Corazón, Vol. 2",0.452,0.368,1,-5.736,0.036,0.51,0.0,0.117,0.553,147.415,558.0,140.0,spanish
Vinayagane Vinai Theerpavane Revival,184,50,Sirkazhi Govindarajan,Vinayagar - Murugan Songs Tamil Devotionl -Revival,0.42,0.666,3,-9.957,0.077,0.818,0.123,0.377,0.653,99.91,299.0,73.0,indian
Let There Be Sodomy,202,22,Midnight,Let There Be Witchery,0.211,0.991,6,-5.864,0.116,7.93e-06,0.352,0.328,0.217,145.038,480.0,120.0,black-metal
Aguenta Coração,125,55,Josué Bom de Faixa,Josué Bom de Faixa,0.649,0.475,4,-9.857,0.0339,0.427,1.27e-05,0.225,0.872,152.113,313.0,78.0,forro
Você Endoideceu Meu Coração,196,50,Nando Cordel,20 Super Sucessos: Nando Cordel,0.617,0.662,2,-10.158,0.0413,0.521,0.0,0.155,0.896,168.71,540.0,135.0,forro
Zindagi Ne Zindagi Bhar Gham Diye - Lofi Remix,198,2,Omix Music,Zindagi Ne Zindagi Bhar Gham Diye (Lofi Remix),0.437,0.468,11,-13.042,0.043,0.509,0.00482,0.356,0.184,74.995,249.0,61.0,indian
"O Lord, You’re Beautiful (with Steffany Gretzinger)",235,39,Chris Tomlin;Steffany Gretzinger,Always,0.406,0.121,5,-11.65,0.0373,0.806,0.0,0.115,0.387,118.071,459.0,115.0,afrobeat
Little Boy On Raven Wings Pt. 2,407,6,Crows in the Rain,Sorrow for an Unfinished Dream,0.197,0.356,9,-12.047,0.0297,0.0448,0.921,0.09,0.0383,100.033,608.0,153.0,iranian
Raver's heart,336,49,AIROD;Amelie Lens,Raver's Heart EP,0.754,0.752,4,-10.233,0.0434,7.46e-05,0.862,0.0834,0.161,139.998,779.0,196.0,techno
Thunderground,307,25,The Darkraver;DJ Vince,Happy Hardcore Top 100,0.643,0.687,7,-11.34,0.0539,0.000576,0.0969,0.299,0.637,143.956,733.0,183.0,happy
Pequeña Serenata Nocturna 1er Movimiento K525,362,35,Sweet Little Band,Mozart Para Bebês,0.491,0.322,7,-11.724,0.0354,0.741,4.34e-05,0.134,0.523,128.78,770.0,193.0,disney
Stop! In the Name of Love,229,34,Lisa Ekdahl,Stop! In the Name of Love,0.729,0.229,7,-12.156,0.0317,0.949,0.0669,0.131,0.364,107.969,409.0,102.0,j-dance
Latthay Di Chaadar,215,44,Hari & Sukhmani,Latthay Di Chaadar - Single,0.517,0.234,0,-16.978,0.109,0.879,0.000211,0.0694,0.523,128.127,444.0,110.0,indian
Patricinha,186,51,Forró Saborear,"Forró Saborear, Vol. 3",0.761,0.92,10,-8.431,0.0324,0.343,1.09e-06,0.0394,0.963,105.008,323.0,81.0,forro
"Frecuencia Álmica, Pt. 11",320,28,Lucas Cervetti,Frecuencias Álmicas en 432hz,0.285,0.21,4,-15.226,0.0335,0.934,0.0601,0.11,0.105,70.582,374.0,123.0,forro
A Declaration of Love,334,37,Stephan Jolk,Unity Pt. 2,0.66,0.676,7,-10.05,0.0343,0.0124,0.877,0.0886,0.0883,126.0,692.0,172.0,techno
Dishwasher 1 - Loopable,64,34,Sleep Baby Sleep;Lullaby Babies;Lullaby Land;Ontspanning en meditatie voor mij;Baby Sleep Aid,"Vacuums, Dryers and Washing Machines (Loopable Audio for Insomnia, Meditation, and Restless Children)",0.155,0.0875,3,-13.154,0.0522,0.157,0.968,0.146,0.0212,68.103,74.0,18.0,sleep
Break Of Dawn - Original Mix,326,29,Rhythm On The Loose,Network Classics - The Rave Generation,0.564,0.832,9,-7.362,0.0356,0.0309,0.856,0.0831,0.307,125.878,671.0,167.0,techno
Kick It Complex,287,13,Bassnectar;Persia,Underground Communication,0.778,0.801,7,-7.591,0.0812,0.00217,0.000701,0.106,0.498,96.022,458.0,116.0,breakbeat
How We Do Things (feat. Monty),211,45,Fetty Wap;Monty,Fetty Wap (Deluxe),0.718,0.825,10,-5.063,0.128,0.0256,2.39e-05,0.0825,0.549,150.103,526.0,131.0,j-dance
Your Love,224,45,Limoblaze;Dj Horphuray,Afrobeats Rap and Jesus,0.795,0.719,6,-4.791,0.0642,0.115,0.0051,0.0525,0.958,110.02,402.0,99.0,afrobeat
Dil Ibaadat - Lofi Flip,198,54,Deepanshu Ruhela,Dil Ibaadat (Lofi Flip),0.552,0.48,2,-5.711,0.033,0.864,4.16e-05,0.297,0.111,140.142,461.0,115.0,indian
Dancing Jodi,239,50,Salim–Sulaiman,Rab Ne Bana Di Jodi (Original),0.704,0.903,5,-7.384,0.0879,0.0159,0.572,0.0818,0.651,131.988,513.0,129.0,indian
Prego e Martelo,178,42,Pablo,Meu Coração,0.773,0.8,4,-3.929,0.0389,0.75,0.0,0.122,0.792,131.948,387.0,95.0,forro
When Worlds Collide,177,68,Powerman 5000,Tonight The Stars Revolt,0.56,0.903,11,-4.77,0.0754,0.00132,0.0,0.291,0.581,143.821,422.0,104.0,industrial
Respeita Januário,150,45,Luiz Gonzaga,A Raíz do Nordeste,0.765,0.501,8,-6.049,0.156,0.82,0.0,0.246,0.746,84.604,212.0,52.0,forro
Let Me See You Butterfly,311,9,Paul Johnson,Let Me See You Butterfly,0.793,0.905,1,-7.258,0.124,0.000199,0.941,0.0291,0.473,132.796,687.0,175.0,chicago-house
Mann gegen Mann,230,63,Rammstein,Rosenrot,0.448,0.878,8,-5.288,0.0727,0.000703,0.193,0.063,0.579,166.105,627.0,158.0,industrial
Uni Mic B,302,11,alva noto,Unieqav,0.799,0.687,7,-13.622,0.0608,0.0225,0.885,0.11,0.0931,125.997,631.0,157.0,idm
Soy Princesa y No Estoy Lista (feat. Sofía),129,17,Cast - Sofia the First;Sofia,Princesita Sofía: Había Una Vez,0.392,0.311,3,-7.853,0.0375,0.864,0.0,0.279,0.314,166.79,285.0,70.0,disney
Break My Heart,221,79,Dua Lipa,Future Nostalgia,0.73,0.729,4,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,113.011,414.0,104.0,breakbeat
Round on Me,141,38,Justnormal,Round On Me,0.69,0.445,4,-7.354,0.0441,0.79,0.345,0.151,0.107,100.105,233.0,58.0,study
All In All,227,34,Chris Tomlin,Always,0.503,0.581,10,-6.928,0.0347,0.188,0.0,0.109,0.379,143.969,530.0,134.0,forro
Eye of the Tiger,228,22,Hayseed Dixie,Hair Down to My Grass,0.63,0.725,5,-6.921,0.0319,0.369,2.77e-05,0.0992,0.903,133.246,498.0,125.0,bluegrass
Panika,196,5,Timothy Infinite,Agua,0.763,0.576,0,-6.632,0.081,0.0735,0.848,0.146,0.393,99.978,324.0,81.0,study
Push It,154,68,Static-X,Wisconsin Death Trip,0.557,0.978,0,-3.965,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,385.0,96.0,industrial
Georgie,167,17,Doc Watson,The Definitive,0.509,0.264,6,-10.884,0.0301,0.889,4.74e-06,0.251,0.771,89.194,238.0,59.0,bluegrass
Voltando No Tempo,229,38,Capital Do Sol,A Cara Do Forró,0.616,0.928,5,-7.029,0.0399,0.315,0.0,0.143,0.78,179.671,684.0,171.0,forro
鴛鴦酒杯,209,28,Jody Chiang;Hong Ronghong,不想伊,0.543,0.405,0,-11.025,0.0348,0.456,8.01e-05,0.183,0.318,93.359,317.0,78.0,mandopop
100% Of Disin' U,240,7,Armando,Trax Classix,0.782,0.946,3,-3.568,0.0796,0.000327,0.584,0.144,0.799,129.095,517.0,129.0,chicago-house
Freak Out,136,47,Jackie Mittoo,Soul Jazz Records Presents Studio One Story,0.715,0.635,11,-9.616,0.0471,0.0241,0.191,0.276,0.956,79.255,176.0,43.0,afrobeat
Ganja - Deekline & Kleu Remix,270,21,Dub Pistols;Deekline;Kleu,Ganja,0.79,0.973,1,0.082,0.147,0.03,1.92e-05,0.262,0.759,87.474,387.0,97.0,breakbeat
In the Curve - Bonus Track,213,31,The Avett Brothers,Emotionalism (Bonus Track Version),0.423,0.362,10,-6.906,0.0451,0.889,4.07e-06,0.087,0.364,174.173,609.0,203.0,bluegrass
Judgement Day,172,22,Tommy Lee Sparta;Chronic Law,Transition,0.479,0.59,2,-7.014,0.0923,0.306,0.0,0.335,0.156,123.993,322.0,80.0,j-dance
Red Was the Color of the Candle,120,16,Girl Pusher,911,0.491,0.7,2,-4.968,0.0981,0.0206,0.000317,0.185,0.0497,101.471,199.0,65.0,techno
Oye,154,56,FERNANDOCOSTA;Dollar Selmouni,Tirititando,0.588,0.675,9,-7.005,0.105,0.314,0.0,0.389,0.962,93.621,237.0,59.0,spanish
