name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
月虹 -ZZ ver.-,262493,0,20,Momoiro Clover Z,月色Chainon (ももいろクローバーZ盤),0.539,0.558,4,-4.299,1.0,0.0291,0.61,1.38e-06,0.141,0.156,117.989,4.0,j-idol
人客的要求,215706,0,0,西卿,西卿台語經典,0.628,0.419,0,-11.756,1.0,0.0426,0.855,1.6e-05,0.196,0.641,121.795,4.0,mandopop
Burn for Free,209908,0,29,Trampled by Turtles,Blue Sky and the Devil,0.406,0.813,4,-10.632,0.0,0.0467,0.0687,0.186,0.175,0.816,130.457,4.0,bluegrass
Ark,106559,0,19,Halls,Ark,0.29,0.0372,8,-17.504,1.0,0.0415,0.943,0.918,0.23,0.197,82.141,4.0,idm
Lawdog,288720,0,35,Town Mountain,Leave the Bottle,0.466,0.565,10,-10.29,1.0,0.0379,0.718,0.00194,0.295,0.698,199.894,4.0,bluegrass
Już ty wiesz co,217693,0,33,Magdalena Wasylik,Kraina lodu 2 (Muzyka z filmu/Edycja Deluxe),0.313,0.126,0,-14.165,0.0,0.0412,0.869,1.31e-05,0.49,0.151,88.914,4.0,disney
Precious Heart,267826,0,15,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.593,0.924,7,-5.341,0.0,0.0527,0.23,0.000171,0.328,0.48,144.96,4.0,j-idol
Santa Tell Me,126789,0,0,Beat Oven,"Baby, It's Cold Outside",0.647,0.376,7,-10.623,1.0,0.0571,0.227,0.854,0.108,0.628,95.065,4.0,study
Caution,155295,1,37,Projexx;Juls,Caution / Turn Around,0.902,0.48,1,-7.684,1.0,0.087,0.154,0.000115,0.105,0.553,102.021,4.0,j-dance
Feel so right,236466,0,22,MAX,Feel so right,0.735,0.92,4,-3.404,0.0,0.0522,0.05,0.0,0.138,0.54,97.907,4.0,j-idol
I Can't Stand It (4 Minute Mix) - Extended Mix,240350,0,1,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.665,0.719,2,-7.08,1.0,0.0631,0.00308,0.257,0.213,0.0737,179.96,4.0,happy
Voile,471320,0,35,Avoure,"Root to Branch, Vol. 2",0.599,0.589,8,-10.748,0.0,0.0313,0.14,0.907,0.169,0.0398,124.0,4.0,techno
Fly - Original Mix,426046,0,14,DJ Skull,The Drum,0.802,0.655,11,-10.024,0.0,0.106,0.000134,0.924,0.0653,0.388,129.01,4.0,chicago-house
Tumhare Aane Se,208888,0,47,Ashu Shukla,Tumhare Aane Se,0.698,0.293,3,-10.413,1.0,0.0303,0.352,2.9e-05,0.101,0.867,108.08,4.0,indian
Absurd,348826,0,12,Fluke,Rave Classics,0.543,0.959,11,-8.665,0.0,0.0486,0.00119,0.464,0.606,0.42,125.047,4.0,breakbeat
Abraço de Pai,337200,0,54,Walmir Alencar,Imagem e Semelhança,0.433,0.269,9,-9.107,1.0,0.0263,0.843,0.0,0.0923,0.243,77.722,4.0,brazil
Badman,177525,1,0,Skillibeng,The Prodigy,0.703,0.498,0,-6.688,0.0,0.0805,0.0639,0.0284,0.113,0.364,132.503,5.0,j-dance
Apolitical,98000,0,28,End It,End It,0.225,0.987,7,-3.897,1.0,0.134,0.00016,0.000612,0.342,0.606,175.69,4.0,black-metal
I'll Be Home,168293,0,21,Randy Newman,Little Criminals,0.469,0.0549,7,-23.264,1.0,0.0286,0.932,0.00594,0.112,0.136,85.971,4.0,disney
エレクトロ・ワールド - Album-mix,261720,0,55,Perfume,Perfume~Complete Best~,0.513,0.864,2,-3.364,1.0,0.0493,0.0187,5.15e-06,0.136,0.115,143.297,4.0,j-idol
Another Town,148066,0,23,Josh Williams,Modern Day Man,0.57,0.85,10,-7.361,1.0,0.0311,0.087,3.71e-05,0.248,0.91,132.379,3.0,bluegrass
千年之戀,228173,0,55,F.I.R.,無限,0.414,0.851,5,-3.115,1.0,0.11,0.14,0.0,0.423,0.256,142.399,4.0,mandopop
Fixed Emotions,158158,0,43,rec.memos,Fixed Emotions,0.76,0.378,7,-11.719,0.0,0.0633,0.532,0.867,0.117,0.265,80.031,4.0,study
Cruella,354506,0,20,Deadsy,Commencement,0.576,0.504,9,-8.346,1.0,0.0343,0.00676,0.00434,0.0877,0.31,76.241,4.0,industrial
Spiritual but Not Religious,246706,0,58,Oliver Koletzki,The Arc of Tension,0.671,0.497,0,-9.787,0.0,0.0552,0.171,0.536,0.101,0.114,95.005,4.0,techno
Pump It - Radio,233871,0,1,Fast Eddie,Pump It,0.926,0.708,9,-9.785,1.0,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4.0,chicago-house
A Love of My Own,350461,0,7,Fingers Inc.,Another Side,0.706,0.828,0,-4.588,1.0,0.11,0.124,0.0,0.0775,0.619,129.963,4.0,chicago-house
Shout To The Lord,270400,0,41,Hillsong Worship,People Just Like Us (Live),0.338,0.371,9,-13.026,1.0,0.0334,0.705,0.0,0.334,0.244,159.633,4.0,indian
Nee Parichaya,218017,0,21,Raghu Dixit;Siddhartha Belmannu;Rakshita Suresh,Ninna Sanihake (Original Motion Picture Soundtrack),0.679,0.608,0,-10.187,0.0,0.0368,0.639,7.55e-06,0.0873,0.361,116.043,4.0,indian
He's Gonna Make It Alright (feat. Ron Carroll) - MD'z Original Recipe Vocal Mixx,488209,0,9,Mike Dunn;Tha RC Groove Project;Ron Carroll,Defected Presents House Masters: Mike Dunn,0.773,0.667,11,-11.282,0.0,0.0496,0.00398,0.0605,0.0844,0.682,126.281,4.0,chicago-house
Wonderjoy,165365,0,8,Felix Da Housecat,Wonderjoy,0.643,0.741,2,-7.449,1.0,0.027,0.0115,0.000615,0.121,0.527,122.983,4.0,chicago-house
Bebe Vem Me Procurar (Feat Wesley Safadão),140625,0,6,Vitor Fernandes;Wesley Safadão,Bebe Vem Me Procurar (Feat Wesley safadão),0.748,0.842,5,-4.839,0.0,0.0768,0.367,0.0,0.064,0.952,168.061,4.0,forro
Canis Major,129760,0,8,"Sarah, the Illstrumentalist",Constellations,0.569,0.492,0,-7.361,0.0,0.188,0.0783,0.839,0.0842,0.31,184.126,4.0,study
Hurt,374440,0,58,Nine Inch Nails,The Downward Spiral,0.566,0.124,11,-18.166,0.0,0.0431,0.709,0.0104,0.132,0.11,79.924,4.0,industrial
Quanto Mais Eu Bebo,147745,0,34,Kevi Jonny;Unha Pintada,Quanto Mais Eu Bebo,0.753,0.766,1,-3.039,0.0,0.0352,0.388,0.0,0.308,0.858,135.043,4.0,forro
一點點,221266,0,47,Jay Chou,周杰倫的床邊故事,0.507,0.413,7,-7.49,1.0,0.0277,0.119,1.66e-05,0.0886,0.172,133.966,4.0,mandopop
C.R.E.A.M.,174826,0,61,El Michels Affair,Enter The 37th Chamber,0.571,0.508,11,-8.118,0.0,0.0254,0.532,0.951,0.161,0.102,96.825,4.0,afrobeat
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",225080,0,70,Kristen Bell;Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.354,0.411,0,-6.018,1.0,0.0344,0.815,1e-06,0.106,0.43,90.831,4.0,disney
Eye over You,223866,0,21,Haujobb,Homes & Gardens 2.0,0.613,0.624,1,-9.576,1.0,0.0366,4.1e-05,0.302,0.128,0.211,88.407,4.0,industrial
Mystery - Tale Of Us & Mathame Remix,424431,0,53,Adriatique;Mathame;Tale Of Us,Nude Remixes,0.728,0.579,5,-9.778,0.0,0.0525,0.017,0.682,0.0654,0.0367,124.005,4.0,techno
Living the Wasted Life,302560,0,23,Aesthetic Perfection,A Violent Emotion,0.516,0.941,2,-5.04,1.0,0.0336,0.000142,0.0984,0.537,0.868,122.0,4.0,industrial
Gloria Antichristi,548040,0,16,Totenwache,Der Schwarze Hort,0.355,0.976,9,-7.579,0.0,0.0847,5.6e-06,0.913,0.0946,0.0642,149.983,4.0,black-metal
Flashpoint,173000,0,26,Fear Factory,Demanufacture (Special Edition),0.514,0.995,2,-5.452,1.0,0.107,1.26e-05,0.213,0.356,0.162,125.992,4.0,industrial
Cleansed In Pestilence (Blade Of Elohim),275960,0,20,Morbid Angel,Heretic,0.278,0.989,10,-7.086,0.0,0.13,0.152,0.14,0.378,0.0394,100.474,3.0,black-metal
Inner Acid,329980,0,9,Mr. Fingers,Cerebral Hemispheres,0.692,0.917,6,-11.526,0.0,0.0432,0.0697,0.889,0.108,0.141,120.003,4.0,chicago-house
Saudade da Danada,157907,0,32,Japãozin,Pen Drive Atualizado,0.694,0.842,4,-2.893,1.0,0.0456,0.209,0.0,0.192,0.811,75.038,4.0,forro
És Meu Bem Maior - Ao Vivo,153887,0,38,Taty Girl,"Baú da Taty Girl, Pt. 1 (Ao Vivo)",0.431,0.874,3,-3.789,1.0,0.193,0.132,0.0,0.412,0.39,80.137,1.0,forro
Jak dobrze być poziomką,134053,0,22,Ewa Konstancja Bułhak,Bambukalambu,0.617,0.148,11,-14.681,0.0,0.0386,0.883,4.55e-05,0.113,0.336,141.778,4.0,disney
Take It Smart,437760,0,54,Boris Brejcha,Space Diver,0.792,0.578,2,-9.262,1.0,0.0515,0.000138,0.788,0.0922,0.0898,124.991,4.0,techno
Touch (feat. Rromarin),206250,0,47,Golden Features;Rromarin,Touch (feat. Rromarin),0.748,0.661,0,-7.877,1.0,0.051,0.378,0.66,0.104,0.374,123.997,4.0,industrial
2 creams,419973,0,8,Rei Harakami,red curb,0.699,0.525,3,-14.188,0.0,0.0576,0.0178,0.857,0.141,0.359,128.948,4.0,idm
我很快樂,296987,0,60,Eric Chou,小時候的我們,0.302,0.454,9,-7.748,1.0,0.0298,0.796,4.1e-06,0.118,0.455,149.606,4.0,mandopop
"More Love, More Power - Live",310293,0,40,Michael W. Smith,Worship,0.226,0.275,7,-13.02,0.0,0.0302,0.74,9.42e-05,0.344,0.151,142.075,4.0,mandopop
Love Yuh Enuh,224890,1,0,Vybz Kartel,Duet Deluxe Edition,0.552,0.851,6,-2.594,1.0,0.18,0.0665,0.0,0.0855,0.733,102.317,4.0,j-dance
黑暗的盡頭,290823,0,52,Crispy脆樂團,黑暗的盡頭,0.336,0.413,2,-8.746,1.0,0.0384,0.698,0.0,0.119,0.268,76.63,4.0,mandopop
Smile For Me,166415,0,45,Gentle Bones,Smile For Me,0.665,0.645,7,-6.056,1.0,0.0673,0.144,0.0,0.165,0.254,106.016,4.0,sleep
Wrath,342586,0,23,KMFDM,XTORT,0.304,0.975,1,-5.014,1.0,0.0784,0.00249,0.568,0.0979,0.11,95.573,4.0,industrial
身勝手あいにーじゅー,206186,0,24,BiSH,FAKE METAL JACKET,0.445,0.936,2,-3.706,0.0,0.0628,0.00556,5.02e-06,0.173,0.301,136.003,4.0,j-idol
Jokainen,278440,0,21,Esme Kaislakari;Eija Ahvo;Antti L.j. Pääkkönen;Amy Burgess;Aaro Wichman;Encanto - Cast,Encanto (Alkuperäinen Soundtrack),0.555,0.494,11,-9.738,1.0,0.0684,0.586,2.3e-06,0.101,0.35,113.362,4.0,disney
Taking Over Control,170400,0,25,Partyraiser,You Ain't Telling Me Shit,0.561,0.901,5,-1.51,1.0,0.0558,0.00771,0.0183,0.2,0.0375,105.021,4.0,techno
Djarum,439773,0,0,Autechre,Anti,0.741,0.991,1,-9.009,1.0,0.0628,0.342,0.186,0.103,0.272,150.027,4.0,idm
Tear Down The Club - Original Mix,249600,0,12,DJ Fixx,Tear Down The Club,0.627,0.78,8,-5.429,1.0,0.0518,0.00142,0.0308,0.0989,0.297,150.007,4.0,breakbeat
玫瑰少年,191718,0,57,Jolin Tsai,Ugly Beauty,0.648,0.716,10,-6.657,0.0,0.0401,0.0577,2.16e-05,0.09,0.287,98.014,4.0,mandopop
The End Is Nigh,216600,0,8,Stumbleine,Spirit and the Decay,0.289,0.36,1,-12.804,1.0,0.03,0.779,0.798,0.141,0.0392,102.195,4.0,idm
Rainbow To The Stars (Video Mix),209333,0,21,Dune,History,0.444,0.834,5,-11.44,1.0,0.035,0.0245,0.0113,0.375,0.0403,180.757,4.0,happy
Little_a,260399,0,0,Proem,Socially Inept,0.737,0.668,7,-14.67,0.0,0.0577,0.0602,0.819,0.0748,0.672,129.977,4.0,idm
Impact,169933,0,0,Taproot,Metal Lives!,0.532,0.981,7,-3.705,1.0,0.132,3.46e-05,0.82,0.321,0.153,111.069,4.0,industrial
Die tijd van het jaar (Reprise),52693,0,29,Carlo Boszhard,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),0.186,0.103,1,-17.707,1.0,0.0453,0.92,0.00043,0.0679,0.257,175.573,3.0,disney
Familiarize (New Mix),245453,0,21,ROTTENGRAFFTY,You are ROTTENGRAFFTY,0.256,0.963,9,-3.148,1.0,0.116,1.57e-05,2.88e-05,0.265,0.308,183.739,4.0,j-idol
Se Mancol - Ao Vivo,183144,0,44,Companhia do Calypso,"Companhia do Calypso, Vol. 2 (Ao Vivo)",0.691,0.933,3,-2.191,0.0,0.0462,0.26,9.53e-06,0.35,0.948,162.06,4.0,forro
Indecisão,196948,0,45,Solange Almeida,"Entre Nós, Minha História",0.469,0.842,10,-4.243,1.0,0.107,0.146,0.0,0.713,0.722,178.039,4.0,forro
Gumsum,175862,0,40,Akanksha Bhandari,Gumsum,0.698,0.137,10,-14.391,1.0,0.0364,0.992,0.000775,0.12,0.309,115.979,4.0,indian
Fantasy World - Radio Mix,205606,0,15,Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo - 25 Years Anniversary,0.405,0.96,0,-3.9,1.0,0.102,0.392,4.39e-05,0.818,0.475,169.91,4.0,happy
Why Not - Original Mix,172939,0,1,The Prophet,The Hardcore Archive Part 3 (1997),0.467,0.899,0,-7.658,1.0,0.0351,8.5e-05,0.904,0.144,0.098,94.978,4.0,happy
Svartmesse,214506,0,6,Kvelertak,Nattesferd,0.421,0.876,9,-6.739,1.0,0.0471,0.000263,0.414,0.315,0.32,125.597,3.0,black-metal
Tere Liye,331676,0,67,Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,Veer - Zaara,0.525,0.46,1,-8.594,0.0,0.0246,0.826,0.00202,0.139,0.33,98.007,4.0,indian
secret base ~君がくれたもの~,295386,0,59,ZONE,E 〜Complete A side Singles〜,0.49,0.777,6,-6.237,1.0,0.0384,0.366,0.0,0.139,0.427,144.81,4.0,j-idol
Nossa Música,232771,0,48,Ponto De Equilíbrio;Gabriel O Pensador,Essa É a Nossa Música,0.723,0.715,6,-4.999,0.0,0.093,0.065,0.0,0.161,0.773,90.014,4.0,brazil
"Let it Go (From ""Frozen"")",147580,0,24,Little Piano Player,Frozen,0.482,0.0607,5,-21.702,0.0,0.0578,0.988,0.948,0.105,0.0426,147.872,4.0,disney
God = Dog,238905,0,39,Behemoth,I Loved You at Your Darkest,0.384,0.984,6,-5.455,1.0,0.172,2.73e-05,0.0998,0.0418,0.0739,130.153,4.0,black-metal
"The Power (7"" Version)",227030,0,24,SNAP!,The Power,0.747,0.878,0,-7.637,1.0,0.0655,0.0449,0.00402,0.206,0.701,108.891,4.0,techno
Sailing,386925,0,2,Iván Ferrús,Ice Wolf,0.497,0.255,5,-16.721,1.0,0.0344,0.979,0.932,0.112,0.159,119.943,4.0,black-metal
Vaqueiro É Pressão,136889,0,32,Josué Bom de Faixa,Josué Bom de Faixa,0.788,0.675,7,-9.471,1.0,0.134,0.507,0.0,0.125,0.961,81.004,4.0,forro
Estamos de Pé - Ao Vivo,396911,0,56,Marcus Salles,Estamos de Pé (Ao Vivo),0.511,0.766,2,-7.403,1.0,0.0359,0.109,2.54e-05,0.72,0.331,104.046,4.0,brazil
Papua New Guinea (Monsoon Mix),291665,0,39,The Future Sound Of London,Accelerator Deluxe,0.586,0.777,8,-11.313,1.0,0.0475,0.00206,0.808,0.136,0.716,125.023,4.0,breakbeat
O Que Sua Glória Fez Comigo,399243,0,58,Fernanda Brum,Da Eternidade,0.279,0.597,2,-6.269,0.0,0.0398,0.405,0.0,0.697,0.365,140.192,4.0,brazil
Your Love Is Like A Flower,180333,0,26,The Bluegrass Album Band,"The Bluegrass Album, Vol. 2",0.495,0.537,11,-11.941,1.0,0.0321,0.423,0.00335,0.3,0.944,128.607,4.0,bluegrass
ヘロー,231964,0,25,Shiritsu Ebisu Chugaku,ヘロー,0.737,0.643,10,-6.145,0.0,0.0308,0.178,2.91e-05,0.052,0.593,100.034,4.0,j-idol
Ain't Your Mama,218234,0,73,Jennifer Lopez,Ain't Your Mama,0.757,0.678,8,-5.529,0.0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4.0,breakbeat
Showghe Kooch,237333,0,0,Negin Zomorrodi,InMigration,0.361,0.197,4,-13.305,0.0,0.0342,0.86,0.84,0.279,0.512,134.253,4.0,iranian
Quality,145785,1,46,Masicka;Sean Paul,438,0.884,0.771,10,-5.585,0.0,0.109,0.086,0.0,0.0729,0.856,94.062,4.0,j-dance
6B (of Presence),152752,0,0,Porya Hatami,Monads,0.353,0.868,4,-19.936,1.0,0.0671,0.974,0.965,0.407,0.0982,73.404,4.0,iranian
Meditación Budista (Musica de Relajacion para Escuchar),396033,0,26,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",0.0748,0.202,1,-16.793,1.0,0.0368,0.987,0.939,0.124,0.034,66.177,4.0,indian
Ali Maula,279173,0,45,Salim–Sulaiman;Salim Merchant,Kurbaan (Original Motion Picture Soundtrack),0.693,0.456,2,-9.658,1.0,0.0496,0.0927,5.52e-05,0.111,0.333,129.996,4.0,indian
Sector,161892,0,17,Noisecream,"Robocream (Original Roboquest Soundtrack), Pt. 2",0.594,0.939,5,-3.892,0.0,0.17,0.000143,0.827,0.361,0.369,171.958,4.0,techno
Jode Rehjo Raaj,236000,0,45,Dhaval Kothari;Unnati Shah;Vishal Khatri,Jode Rehjo Raaj,0.604,0.602,5,-6.59,1.0,0.0367,0.766,5.61e-06,0.16,0.442,135.039,3.0,indian
Too Far,437106,0,11,Freestylers,Raw As F**k,0.516,0.857,0,-5.311,0.0,0.0322,0.0207,0.0886,0.35,0.37,134.995,4.0,breakbeat
Mais Que Uma Voz,242005,0,26,Eyshila;Weslei Santos,Mais Que Uma Voz / A Ele a Glória,0.295,0.362,9,-5.63,1.0,0.0276,0.599,0.0,0.106,0.221,140.641,4.0,brazil
Paddoman,199600,0,20,Hakkuhbar,Vet heftig,0.69,0.896,7,-7.367,1.0,0.127,0.0438,0.000329,0.346,0.796,172.036,4.0,happy
Fire On Fire,246735,0,78,Sam Smith,Love Goes,0.584,0.408,1,-7.356,0.0,0.0461,0.476,0.0,0.18,0.333,115.129,4.0,breakbeat
Parte de Seu Mundo,197008,0,44,Alan Menken;Chiara Sasso,A Pequena Sereia (Trilha Sonora Original em Português),0.337,0.149,5,-14.073,1.0,0.0395,0.945,0.0,0.125,0.39,70.592,4.0,disney
Teu Amanhã Será Melhor que Hoje,250961,0,48,Samuel Messias,Planos de Deus,0.28,0.512,0,-6.932,1.0,0.029,0.347,0.0,0.108,0.494,80.795,1.0,brazil
背叛,321629,0,56,Gary Chaw,SUPERMAN,0.368,0.449,11,-7.049,1.0,0.0298,0.729,0.0,0.132,0.273,133.974,4.0,mandopop
Homie Don't Play That,291839,0,15,Lenzman,Golden Age,0.495,0.884,1,-4.56,1.0,0.0461,0.00214,0.786,0.0692,0.474,171.998,4.0,idm
無數,330521,0,43,Joker Xue,無數,0.582,0.725,8,-6.663,0.0,0.0262,0.00804,0.0222,0.252,0.384,93.013,4.0,mandopop
Tamam Shud,418698,0,15,Deströyer 666,Wildfire,0.211,0.965,8,-4.571,0.0,0.11,0.00606,0.381,0.0923,0.0518,119.866,4.0,black-metal
アンコールの恋,312280,0,21,Shiritsu Ebisu Chugaku,「中辛」〜エビ中のワクワクベスト〜,0.422,0.988,4,-2.015,0.0,0.092,0.0169,0.00129,0.379,0.43,169.955,4.0,j-idol
Allegro En Si Bemol K003,64330,0,35,Sweet Little Band,Mozart Para Bebês,0.874,0.204,10,-13.361,1.0,0.051,0.942,0.794,0.0734,0.961,119.997,4.0,disney
想厝的人,230240,0,23,陳思安,唱翻天2,0.586,0.493,3,-7.243,1.0,0.0278,0.267,0.0,0.112,0.236,110.026,4.0,mandopop
Opulence,128800,0,32,Nathan Kawanishi,Lush Loops,0.684,0.683,4,-7.715,0.0,0.0862,0.2,0.0837,0.73,0.689,150.07,4.0,study
KING,151461,0,51,二口魔菜 Futakuchi Mana,Covers 2021,0.361,0.976,1,-3.136,1.0,0.18,0.000373,0.000624,0.457,0.289,166.085,4.0,j-idol
Edison,193510,0,47,WEDNESDAY CAMPANELLA,Neon,0.838,0.729,1,-5.733,0.0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4.0,j-dance
當我們一起走過,284853,0,52,Sodagreen,你在煩惱什麼,0.487,0.414,10,-8.779,1.0,0.0279,0.509,0.0,0.117,0.352,76.953,4.0,mandopop
Take It Easy - Eli Escobar Remix,407962,0,6,Gershon Jackson;Eli Escobar,Bargrooves Summer Sessions 2016,0.785,0.906,10,-10.132,0.0,0.0525,1.78e-05,0.733,0.0601,0.515,123.974,4.0,chicago-house
Aeroplane White Noise,136713,0,32,White Noise Sleep Sounds;Ambiente;Deep Sleep Meditation,Plane Cabin,0.123,0.77,9,-20.507,1.0,0.0506,0.758,0.225,0.11,0.0197,146.748,4.0,sleep
Na Hora de Amar,230034,0,43,Bonde do Forró,"É Amor Demais, Vol. 3",0.463,0.838,1,-4.681,1.0,0.0509,0.479,0.0,0.206,0.525,181.964,4.0,forro
Tá Tudo Bem - Acústico,221106,0,37,Gabriel Elias,Todas As Praias (axé) [Acústico],0.712,0.39,6,-11.013,0.0,0.0314,0.607,1.5e-05,0.144,0.275,119.981,4.0,brazil
Streetlight,381064,0,20,Greensky Bluegrass,Stress Dreams,0.46,0.348,7,-15.116,1.0,0.0288,0.54,0.00118,0.0939,0.147,98.701,3.0,bluegrass
Yo! Future,248333,0,21,Apollo 440,Gettin' High On Your Own Supply,0.282,0.992,4,-4.215,0.0,0.171,0.00192,0.144,0.649,0.463,179.854,4.0,breakbeat
Atlas - Adriatique Remix,377738,0,48,Marc Romboy;Stephan Bodzin;Adriatique,Atlas (Remixes),0.767,0.688,6,-9.108,0.0,0.0496,0.00177,0.875,0.0644,0.036,124.002,4.0,techno
Between Us,168063,0,17,Kyson,Lucky Notes,0.45,0.462,8,-8.016,1.0,0.0325,0.0421,1.4e-05,0.104,0.165,166.025,4.0,idm
Eu Vou Construir,409459,0,55,Nívea Soares,Eu Vou Construir,0.436,0.443,0,-10.068,1.0,0.029,0.357,0.0,0.362,0.314,139.701,4.0,brazil
Se Você Vai Aceitar,155281,0,38,Iguinho e Lulinha,Simbora pra Vaquejada,0.604,0.778,5,-4.439,1.0,0.0483,0.503,0.0,0.358,0.794,76.056,4.0,forro
Heks,238624,0,15,Marina Herlop,Nanook,0.361,0.226,1,-12.589,0.0,0.0351,0.969,0.167,0.0907,0.0765,103.02,3.0,techno
BazeFaze - SPLT SCND INTERLUDE RMX 4,63998,0,2,DJ Ruffneck;SPLT SCND,BazeFaze (SPLT SCND RMXS),0.503,0.935,11,-5.676,1.0,0.0738,0.00473,0.077,0.389,0.188,150.038,4.0,happy
We Got the Sound,174090,0,12,Scooter,The Fifth Chapter (SPY Version),0.723,0.904,5,-4.538,0.0,0.0655,0.0199,1.12e-05,0.271,0.292,132.083,4.0,happy
El Mión,163653,0,29,Vantroi,Bajo Palabra,0.55,0.749,9,-7.462,1.0,0.161,0.0122,0.0,0.51,0.795,168.603,4.0,spanish
Virginia Company - Reprise,35626,0,20,Sigmar Solbach;Karl Schulz;Stefan Fredrich;Chorus - Pocahontas,Pocahontas (Deutscher Original Film-Soundtrack),0.555,0.305,7,-13.117,1.0,0.0305,0.911,0.0,0.192,0.839,90.973,3.0,disney
Deus De Perto,389639,0,29,Gabriela Gomes;Rapha Gonçalves,Deus De Perto,0.357,0.599,4,-6.351,1.0,0.0414,0.108,0.0,0.103,0.215,139.684,4.0,brazil
Ari Ari,167471,0,50,Ritviz;Nucleya,Baaraat,0.721,0.676,0,-6.534,1.0,0.045,0.0052,2.58e-06,0.205,0.394,140.08,4.0,indian
"Y, ¿Si Fuera Ella? - + Es +",250000,0,0,Pablo Alborán;David Bisbal;Antonio Carmona;Jesse & Joy;Juanes;Malú;Vanesa Martín;India Martinez;Antonio Orozco;Niña Pastori;Laura Pausini;Abel Pintos;Rozalén;Shakira;Tommy Torres;Manuel Carrasco;Pablo López,Dulce Balada,0.459,0.536,5,-5.76,1.0,0.0304,0.34,0.0,0.209,0.203,75.999,4.0,spanish
Pink Waters,119776,0,14,dusty dexter,Pink Waters,0.61,0.436,1,-14.052,0.0,0.103,0.755,0.868,0.0993,0.537,80.026,4.0,study
Stay (You Are Good) - Live,462397,0,27,Planetshakers,Greater (Live),0.296,0.762,2,-5.696,1.0,0.0548,0.0724,2.68e-06,0.374,0.146,139.051,4.0,brazil
EVERYBODY WANTS TO GO TO HEAVEN - Victor Ruiz Remix,384000,0,45,Boris Brejcha;Victor Ruiz,EVERYBODY WANTS TO GO TO HEAVEN,0.842,0.563,7,-9.458,1.0,0.067,0.0101,0.803,0.0959,0.659,124.989,4.0,techno
Kick It Complex,287426,0,13,Bassnectar;Persia,Underground Communication,0.778,0.801,7,-7.591,1.0,0.0812,0.00217,0.000701,0.106,0.498,96.022,4.0,breakbeat
He Lives in You,305653,0,25,Lebo M.,Le Roi Lion (Bande Originale Française du Film),0.692,0.632,1,-9.365,0.0,0.0488,0.423,2.7e-05,0.0971,0.29,114.977,4.0,disney
She Lives,185733,0,12,Felix Da Housecat,Kittenz And Thee Glitz,0.545,0.698,5,-9.75,0.0,0.0308,0.081,0.936,0.0987,0.636,140.987,4.0,chicago-house
Acordar Cedo,236466,0,45,Armandinho,Sol Loiro,0.599,0.628,0,-7.821,1.0,0.0282,0.52,1.38e-06,0.13,0.382,82.012,4.0,brazil
Sonho de Amor - Ao Vivo,196522,0,44,Circuito Musical,Minha Paz Que É Você (Ao Vivo),0.622,0.954,10,-5.324,0.0,0.0558,0.256,0.0,0.371,0.854,97.504,4.0,forro
Yennicita,188960,0,20,El Michels Affair,Sounding Out the City,0.44,0.682,9,-6.555,1.0,0.0575,0.0422,0.907,0.103,0.397,168.385,3.0,afrobeat
The Ballad of Eddie Mullet,293400,1,17,South Austin Jug Band,South Austin Jug Band,0.575,0.485,2,-9.172,1.0,0.036,0.704,0.0,0.074,0.758,162.134,4.0,bluegrass
Nobody Said It Was Easy [Mix Cut] - Original Mix,206160,0,55,Evil Activities,Evil's Greatest Activities (Mixed Version),0.247,0.834,0,-6.64,1.0,0.0515,0.00657,0.00088,0.38,0.058,172.792,4.0,techno
Center to Center,366490,0,22,Fritz Kalkbrenner,Grand Départ,0.751,0.916,4,-11.439,0.0,0.0428,0.00238,0.848,0.582,0.833,123.991,4.0,techno
Vampyria,309013,0,19,Siebenbürgen,Loreia,0.248,0.882,0,-7.996,1.0,0.0821,0.000317,0.0106,0.378,0.13,146.178,4.0,black-metal
Cerca del mar,222040,0,24,Jorge Drexler,Vaivén,0.749,0.391,7,-16.177,1.0,0.0767,0.603,3.66e-06,0.116,0.351,96.035,4.0,afrobeat
Rei das Mentiras - Ao Vivo,183192,0,2,Priscila Senna,"Priscila Senna 10 Anos: Ao Vivo em Recife, PE",0.704,0.859,0,-4.775,0.0,0.0337,0.471,1.45e-05,0.526,0.599,127.991,4.0,forro
Uni Version,287693,0,11,alva noto,Unieqav,0.672,0.394,4,-14.627,1.0,0.0908,0.135,0.873,0.108,0.0375,157.578,5.0,idm
