name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
A Promessa Está de Pé (Ao Vivo),314542,False,45,Samuel Messias;Midian Lima,A Promessa Está de Pé (Ao Vivo),0.388,0.528,5,-7.492,1.0,0.0335,0.172,0.0,0.106,0.249,90.999,314543,4.0,475.0,120.0,0.865,1.2793053545586106,brazil
Two-Lane Blacktop,182666,False,54,Rob Zombie,"Past, Present & Future",0.533,0.982,10,-1.409,,0.091,0.0149,0.0,0.107,0.627,142.276,182667,4.0,427.0,107.0,0.915,0.7573891625615764,industrial
Jah Love We,247065,True,0,Vybz Kartel;Christopher Birch,"Producers Choice, Vol.3 (Feat. Christopher Birch)",0.591,0.731,9,-3.62,1.0,0.0463,0.0173,0.0,0.212,0.522,94.048,247065,,386.0,97.0,0.209,1.343558282208589,j-dance
Epilion,428566,False,0,B12,Time Tourist (Expanded Edition),0.633,0.865,3,-9.947,0.0,0.042,0.00231,0.834,0.0804,0.477,131.867,428567,,931.0,234.0,0.748,1.7389162561576357,idm
866,215566,False,27,=LOVE,全部、内緒。 (Special Edition),0.592,0.674,5,-3.906,1.0,0.0255,0.485,0.0,0.366,0.524,95.993,215567,4.0,341.0,85.0,0.52,1.2793053545586106,j-idol
Semester,125535,False,16,Phive O,Semester,0.756,0.219,6,-13.053,0.0,0.0666,0.0985,0.872,0.111,0.6,146.028,125535,4.0,290.0,72.0,0.039,1.1709531013615733,study
A Barrel Of Monkeys,343000,False,0,Rojin Sharafi,Urns Waiting To Be Fed,0.339,0.732,1,-11.283,,0.306,0.0145,0.615,0.136,0.133,182.459,343000,,987.0,247.0,0.994,2.36741214057508,iranian
Good Feeling - Radio Edit,213176,False,17,Joey Riot;Seduction,Good Feeling,0.549,0.964,8,-1.834,1.0,0.145,0.00132,0.278,0.407,0.189,170.0,213176,,594.0,147.0,0.695,2.7259036144578315,happy
Chiquilla,187999,False,61,Seguridad Social,Que No Se Extinga La Llama!,0.542,0.881,10,-3.559,0.0,0.142,0.0064,0.000112,0.359,0.765,166.835,188000,4.0,504.0,126.0,0.866,0.7573891625615764,spanish
Personal Angel,259053,False,50,TANK 呂建忠,Keep Fighting,0.572,0.605,11,-6.229,,0.0276,0.449,0.0,0.111,0.18,130.018,259053,4.0,554.0,138.0,0.636,0.7481162540365985,mandopop
Sval,249500,False,0,Jaleh Negari,Arch Waves,0.0663,0.00125,9,-26.909,1.0,0.0445,0.871,0.92,0.11,0.0266,78.273,249500,4.0,349.0,87.0,0.656,1.343558282208589,iranian
Speed Limit,192151,False,2,Odd Shapes,Thousand Islands,0.785,0.4,5,-12.691,0.0,0.15,0.278,0.687,0.0934,0.706,157.958,192152,,499.0,124.0,0.686,1.2793053545586106,study
"Haunted Mansion ""Holiday Nightmare"" - Edited Version",231546,False,23,Tokyo Disneyland,Tokyo Disney Resort Autumn Best (Special Edition),0.631,0.644,5,-10.651,,0.072,0.756,1.23e-05,0.299,0.64,119.963,231547,,449.0,111.0,0.042,1.2793053545586106,disney
C'est bleu - Radio Edit,191059,False,12,Scooter;Vicky Leandros,C'est bleu,0.507,0.917,0,-5.256,,0.0452,0.0664,0.000145,0.365,0.401,150.974,191059,4.0,471.0,119.0,0.987,3.349056603773585,happy
Deauville - 2022 Remaster,343106,False,10,Arovane,Tides (2022 Remaster),0.512,0.367,4,-12.223,1.0,0.0378,0.858,0.604,0.0882,0.061,117.843,343107,,649.0,162.0,0.5,0.916010498687664,idm
Wheel on the Water,204211,False,24,The Lil Smokies,Tornillo,0.456,0.578,6,-7.65,0.0,0.0451,0.443,0.000749,0.206,0.258,163.169,204211,3.0,538.0,179.0,0.559,1.1709531013615733,bluegrass
End of the Universe (Start Again),481022,False,0,Zhoobin Askarieh;Javid Psychic,Sound in Morph 2 Colors Vibes Frequencies,0.496,0.778,10,-7.784,,0.032,0.0164,0.866,0.14,0.138,175.949,481023,4.0,1403.0,352.0,0.892,0.7573891625615764,iranian
Shout Mountain Music,151426,False,24,Old Crow Medicine Show,Volunteer,0.504,0.916,9,-4.845,1.0,0.0569,0.499,1.99e-05,0.286,0.701,148.193,151427,4.0,361.0,90.0,0.623,1.343558282208589,bluegrass
"Happy Working Song - From ""Enchanted"" / Soundtrack Version",129973,False,22,Amy Adams,The Princess and the Frog: Tiana and Her Princess Friends,0.679,0.38,2,-8.983,,0.0395,0.832,0.0,0.286,0.638,86.033,129973,,181.0,45.0,0.788,3.70048309178744,disney
Better Than This - Soul Talk Remix,244615,False,12,Paul Johnson,Better Than This,0.72,0.605,8,-11.393,1.0,0.0452,0.169,0.000559,0.081,0.68,104.005,244615,,423.0,105.0,0.53,2.7259036144578315,chicago-house
Africa Havana Paris,295333,False,16,Ricardo Lemvo,Shall We Salsa,0.756,0.629,0,-8.176,0.0,0.0348,0.608,2.93e-05,0.0976,0.932,156.029,295333,4.0,753.0,188.0,0.096,3.349056603773585,afrobeat
プライオリティー/木下百花,264240,False,22,NMB48,難波愛~今、思うこと~ (通常盤),0.581,0.979,1,-3.543,,0.126,0.0303,8.42e-06,0.322,0.398,127.022,264241,,550.0,137.0,0.825,2.36741214057508,j-idol
Pink Noise Relaxation,300001,False,38,Pink Noise,The Best Pink Noise,0.0,6.03e-05,10,-12.822,,0.0,0.127,0.985,0.237,0.0,0.0,300002,0.0,0.0,0.0,0.314,0.7573891625615764,sleep
Opulence,128800,False,32,Nathan Kawanishi,Lush Loops,0.684,0.683,4,-7.715,0.0,0.0862,0.2,0.0837,0.73,0.689,150.07,128800,4.0,318.0,78.0,0.996,0.916010498687664,study
Los Peces En El Rio,241600,False,0,Traditional;Rolando Villazón;Slovak National Symphony Orchestra;Allan Wilson;James Hayto;Sam Vincent;Darran Muller,Weihnachten Klassik 2022,0.548,0.342,3,-11.74,1.0,0.0387,0.881,0.000111,0.113,0.305,95.866,241600,4.0,377.0,93.0,0.091,1.7389162561576357,sleep
Wereldreis,173933,False,29,Kinderen voor Kinderen,40 - Reis mee!,0.437,0.82,3,-4.217,,0.252,0.0453,0.0,0.282,0.575,169.681,173933,4.0,486.0,121.0,0.761,1.7389162561576357,disney
Full Tank - Edit,160457,False,22,Ed Solo;Bengal,Full Tank,0.703,0.937,10,-3.531,0.0,0.0786,9.71e-06,0.751,0.243,0.274,174.987,160457,4.0,457.0,114.0,0.059,0.7573891625615764,breakbeat
1 Militant,146468,True,16,Chronic Law,1 Militant,0.677,0.752,11,-6.639,,0.154,0.222,0.0,0.0802,0.271,99.995,146469,4.0,242.0,60.0,0.706,0.7481162540365985,j-dance
Which one/吉田朱里 太田夢莉 渋谷凪咲 村瀬紗英 植村梓,253587,False,17,NMB48,ワロタピーポー (通常盤Type-D),0.661,0.786,7,-3.428,1.0,0.0401,0.0548,0.0,0.443,0.61,130.866,253588,4.0,550.0,137.0,0.58,4.067085953878407,j-idol
"Mira, Mira, Mira (Yummy, Yummy)",187866,False,32,Magneto,La Historia De Magneto,0.761,0.718,2,-10.947,1.0,0.0372,0.00768,1.5e-05,0.106,0.969,131.028,187867,4.0,397.0,98.0,0.039,3.70048309178744,spanish
Sinner Winner - Let's Be Friends Remix,348000,False,12,Felix Da Housecat,Sinner Winner (Let's Be Friends Remix),0.642,0.992,9,-1.859,1.0,0.122,0.000242,0.162,0.196,0.303,119.968,348000,4.0,691.0,176.0,0.552,1.343558282208589,chicago-house
Waidmanns Heil,212800,False,67,Rammstein,Liebe ist für alle da (Special Edition),0.578,0.969,9,-3.894,1.0,0.0317,0.00113,0.0234,0.0579,0.684,104.999,212800,4.0,364.0,91.0,0.331,1.343558282208589,industrial
Running High,381639,False,17,Khainz,Running High,0.771,0.809,11,-6.476,0.0,0.0523,7.58e-05,0.851,0.103,0.0382,121.995,381639,4.0,769.0,192.0,0.081,0.7481162540365985,techno
Wir sind wir (Partystyle Après Ski Version),201867,False,26,Frenzy;Mia Julia,Wir sind wir (Partystyle Après Ski Version),0.688,0.942,1,-2.911,,0.0816,0.0556,0.0,0.166,0.811,138.01,201868,4.0,446.0,112.0,0.491,2.36741214057508,happy
Pop That Middle,258986,False,35,Theodis Ealey,I'm the Man You Need,0.801,0.583,1,-6.7,0.0,0.0535,0.00921,0.00711,0.17,0.666,102.008,258987,4.0,434.0,108.0,0.765,2.36741214057508,bluegrass
Agente Russo,311453,False,32,Nomade Orquestra;Russo Passapusso,"Vox Populi, Vol. 1",0.724,0.902,7,-6.758,1.0,0.0322,0.102,0.000205,0.386,0.385,122.023,311453,4.0,630.0,158.0,0.034,4.067085953878407,afrobeat
Alfazema,199095,False,36,BaianaSystem;Nação Zumbi,Alfazema,0.677,0.929,5,-6.017,0.0,0.0418,0.309,0.00129,0.318,0.709,129.996,199095,4.0,422.0,104.0,0.886,1.2793053545586106,afrobeat
Duck Tales Theme - From “Duck Tales“,173680,False,51,The Disney Afternoon Studio Chorus,The Disney Afternoon,0.708,0.492,6,-13.002,0.0,0.101,0.231,0.0,0.0821,0.861,174.778,173680,4.0,493.0,123.0,0.019,1.1709531013615733,disney
Herzzatzz,368388,False,9,Bola,D.E.G,0.77,0.682,11,-8.708,0.0,0.124,0.22,0.859,0.109,0.336,146.005,368389,4.0,876.0,219.0,0.372,0.7481162540365985,idm
I Sold My Heart to the Junkman,301059,False,21,Orgone;Cyril Neville,I Sold My Heart to the Junkman,0.534,0.672,5,-7.066,0.0,0.0477,0.00784,0.000598,0.156,0.819,102.071,301059,4.0,507.0,126.0,0.914,1.2793053545586106,afrobeat
The Death of Love,433706,False,43,Cradle Of Filth,Godspeed On The Devil's Thunder,0.555,0.959,2,-4.212,0.0,0.0403,0.000974,0.00339,0.39,0.396,109.968,433707,4.0,791.0,199.0,0.063,3.70048309178744,black-metal
Quase Me Chamou de Amor,234573,False,54,Pablo,Êee Paixão (A Voz Romântica),0.646,0.525,7,-8.372,,0.0301,0.428,0.0,0.516,0.832,131.723,234573,4.0,515.0,128.0,0.291,4.067085953878407,forro
Steam Powered Aereoplane,255840,False,22,Leftover Salmon,Leftover Salmon: Live,0.399,0.914,7,-8.809,,0.0437,0.0523,0.022,0.971,0.612,121.69,255840,4.0,522.0,131.0,0.646,4.067085953878407,bluegrass
Rainbow Inside a Cloud,159107,False,16,"Sarah, the Illstrumentalist",Rainbows Inside a Cloud,0.882,0.619,8,-3.96,1.0,0.142,0.235,0.882,0.11,0.548,85.953,159107,4.0,224.0,55.0,0.15,2.7259036144578315,study
The Toad And The Bull,132163,False,4,Justnormal,River Boats,0.72,0.4,0,-6.54,,0.0315,0.782,0.833,0.11,0.235,87.033,132164,,190.0,47.0,0.07,3.349056603773585,study
Right Thing,307466,False,12,Frankie Knuckles,Beyond The Mix,0.726,0.743,6,-11.927,0.0,0.0333,0.0711,0.000126,0.0491,0.961,118.364,307467,,599.0,149.0,0.661,1.1709531013615733,chicago-house
Unicorn - Video Version,250600,False,23,Apoptygma Berzerk,Unicorn - Deluxe Bonus Track Edition (Remastered),0.64,0.906,6,-7.998,1.0,0.0414,0.00535,0.00489,0.136,0.616,125.97,250600,4.0,519.0,129.0,0.091,1.1709531013615733,industrial
Show Some Love - TC VIP Mix,336279,False,15,TC;Little Grace,Show Some Love,0.455,0.849,7,-4.181,0.0,0.0372,0.000514,0.00227,0.223,0.129,172.015,336279,4.0,959.0,242.0,0.854,4.067085953878407,industrial
浪子回頭,259373,False,59,EggPlantEgg,卡通人物,0.473,0.488,0,-9.979,1.0,0.0477,0.251,8.32e-06,0.11,0.203,129.523,259373,4.0,543.0,134.0,0.457,3.349056603773585,mandopop
Pump Action,134908,False,51,Overseer,Superconductor EP,0.609,0.828,4,-9.443,,0.0318,0.000728,0.695,0.126,0.5,105.005,134908,4.0,224.0,55.0,0.428,0.916010498687664,breakbeat
Człowiekiem gdybym był,142226,False,27,Karolina Trebacz;Marcin Mrozinski;Piotr Gasowski,Ksiezniczka I Zaba,0.695,0.814,1,-3.649,1.0,0.145,0.286,0.0,0.333,0.515,107.01,142227,4.0,247.0,61.0,0.277,2.36741214057508,disney
Don't Cuss the Fiddle,273413,False,28,Keller & The Keels,Thief,0.543,0.524,0,-8.893,1.0,0.0333,0.704,0.0018,0.117,0.68,124.808,273413,4.0,554.0,138.0,0.555,3.349056603773585,bluegrass
Soul Patrol,331776,False,15,Total Science;MC Conrad,Soul Patrol,0.52,0.995,6,-2.855,1.0,0.0825,0.000894,0.119,0.32,0.881,175.951,331776,4.0,960.0,239.0,0.707,1.1709531013615733,industrial
In Between Dreams,185716,False,63,Don Mazuck,In Between Dreams,0.0762,0.00694,4,-38.45,0.0,0.0374,0.972,0.913,0.0969,0.191,64.959,185717,,206.0,51.0,0.823,0.916010498687664,sleep
Home By 11 PM,123875,False,11,"Sarah, the Illstrumentalist",Home By 11 PM,0.742,0.257,5,-9.015,1.0,0.114,0.0568,1.61e-05,0.205,0.537,79.41,123875,3.0,161.0,53.0,0.253,1.2793053545586106,study
溺愛失調症,248622,False,20,夜光性アミューズ,夜光性イントロデュース,0.579,0.955,1,-4.146,0.0,0.128,0.043,0.0,0.0669,0.319,99.977,248622,4.0,407.0,101.0,0.524,2.36741214057508,j-idol
The Future Is The Past,283867,False,42,Colyn,Volume Two,0.747,0.817,10,-9.034,0.0,0.0528,0.000114,0.809,0.106,0.331,126.041,283867,4.0,596.0,150.0,0.562,0.7573891625615764,techno
Waves Meditative Spirit,75658,False,29,Ocean Waves For Sleep,Instant Sleep,0.155,0.176,9,-32.33,1.0,0.0881,0.161,0.169,0.384,0.00492,103.511,75659,4.0,124.0,31.0,0.293,1.343558282208589,sleep
銀河の誓い,299300,False,24,MAX,MAXIMUM COLLECTION,0.635,0.87,2,-4.679,1.0,0.0306,0.0131,8.92e-06,0.384,0.214,134.05,299300,,664.0,166.0,0.778,3.70048309178744,j-idol
Dildo - Interdrive Version,349306,True,22,Interactive,Retroactive - The Very Best...And More!,0.778,0.815,7,-13.371,1.0,0.0498,0.1,0.571,0.144,0.711,136.967,349307,4.0,788.0,197.0,0.739,4.067085953878407,happy
Mr. Vain,336840,False,66,Culture Beat,Serenity,0.676,0.996,9,-7.946,0.0,0.0397,0.0478,0.262,0.333,0.4,132.871,336840,4.0,743.0,185.0,0.447,1.343558282208589,techno
Sun Study,93714,False,0,Loyla Lo,Sun Study,0.934,0.212,10,-13.979,1.0,0.237,0.749,0.316,0.0869,0.925,105.01,93714,4.0,160.0,39.0,0.477,0.7573891625615764,study
Old Soul,307246,False,11,The Daily Bred,Old Soul,0.782,0.236,7,-14.056,1.0,0.0448,0.176,0.927,0.0766,0.48,83.021,307246,4.0,423.0,105.0,0.746,4.067085953878407,study
Packard - Nora En Pure Remix,250731,False,37,Oliver Schories;Jan Blomqvist;Nora En Pure,Packard (Nora En Pure Remix),0.651,0.826,4,-7.302,1.0,0.0682,0.107,0.0738,0.159,0.28,122.937,250732,4.0,509.0,127.0,0.581,0.916010498687664,techno
Barefoot Floors,185906,False,30,The Wailin' Jennys,Down at the Sea Hotel,0.635,0.221,9,-14.548,1.0,0.0294,0.911,0.000158,0.11,0.285,76.712,185907,4.0,225.0,55.0,0.337,1.343558282208589,bluegrass
"FUNNY BOY - FROM ""GIGS"" CASE OF BOOWY",256213,False,34,BOØWY,"""GIGS"" CASE OF BOφWY COMPLETE (Live From ""Gigs"" Case Of Boowy / 1987)",0.233,0.962,9,-2.955,,0.0825,0.00852,0.000232,0.507,0.405,162.823,256213,4.0,692.0,174.0,0.536,1.343558282208589,j-idol
Yaariyaan - Male Vocals,374173,False,55,Mohan Kannan;Pritam,Cocktail (Original Motion Picture Soundtrack),0.497,0.519,2,-8.324,,0.0297,0.0754,3.07e-05,0.0391,0.415,74.967,374173,,463.0,115.0,0.683,3.70048309178744,indian
Pliva,244570,False,50,Jamie Jones;AMÉMÉ,Pliva,0.667,0.886,1,-6.999,1.0,0.0516,0.00306,0.531,0.0523,0.774,123.007,244571,,496.0,124.0,0.816,2.36741214057508,techno
Doschitai,281240,False,39,Locked Club,Irak,0.712,0.877,0,-5.997,1.0,0.0533,0.00102,0.856,0.0824,0.232,130.004,281240,4.0,610.0,152.0,0.265,3.349056603773585,industrial
Ice Cold,173137,False,0,Tube & Berger;Armaja,EDM Gaming Music Autumn/Winter 2022,0.739,0.723,5,-4.972,,0.0338,0.288,0.0,0.119,0.429,124.03,173137,4.0,354.0,89.0,0.18,1.2793053545586106,techno
Que Se Abram os Céus - Ao Vivo,471733,False,55,Nívea Soares,Reino de Justiça (Ao Vivo),0.498,0.644,9,-6.284,1.0,0.0339,0.0368,0.0,0.683,0.209,128.146,471733,4.0,972.0,245.0,0.965,1.343558282208589,brazil
Benihana Season,117586,False,6,Breakfast For Brunch,Benihana Season,0.714,0.383,1,-14.602,,0.0554,0.19,0.844,0.102,0.574,89.949,117586,,168.0,41.0,0.346,2.36741214057508,study
Siisx,444986,False,8,alva noto;Ryuichi Sakamoto,Revep,0.457,0.204,10,-22.782,0.0,0.0429,0.936,0.942,0.109,0.0671,100.523,444987,1.0,744.0,188.0,0.353,0.7573891625615764,idm
Far From Any Road,274285,False,0,Comaduster,FiXT Presents: Sinister Sounds,0.544,0.49,2,-10.438,1.0,0.0395,0.0125,0.541,0.109,0.172,87.505,274286,,388.0,97.0,0.881,3.70048309178744,idm
愛 請問怎麼走,266565,False,24,A-Lin,Love Song (出道十周年情歌精選),0.536,0.449,5,-8.672,,0.0338,0.705,0.0,0.103,0.22,129.904,266565,,567.0,142.0,0.71,1.2793053545586106,mandopop
Carrier Signal,247190,False,23,Kai Whiston;EDEN,Carrier Signal,0.556,0.762,2,-7.12,1.0,0.158,0.00151,0.22,0.76,0.111,128.018,247190,4.0,523.0,131.0,0.41,3.70048309178744,techno
1989 at the bustop,101647,False,39,heroku,deconstruct,0.752,0.424,11,-8.615,0.0,0.0663,0.39,0.916,0.0933,0.375,85.034,101647,4.0,143.0,34.0,0.947,0.7481162540365985,study
ONCE AGAiN,285050,False,11,BiS,Hey boy hey girl,0.655,0.73,8,-3.693,1.0,0.0371,0.0386,0.00175,0.0969,0.499,100.071,285051,4.0,468.0,116.0,0.472,2.7259036144578315,j-idol
Elara - Original Mix,528000,False,36,Hozho,Be The Best & Fuck The Rest,0.778,0.62,9,-8.868,0.0,0.0475,0.00107,0.637,0.0902,0.671,127.01,528000,,1103.0,277.0,0.48,1.343558282208589,techno
Homewards,646986,True,25,Groza,The Redemptive End,0.143,0.983,8,-7.345,0.0,0.188,0.000945,0.00963,0.0531,0.0353,82.482,646987,4.0,901.0,227.0,0.453,2.7259036144578315,black-metal
Helena,285893,False,29,Nickel Creek,Why Should The Fire Die?,0.514,0.621,9,-8.259,,0.0343,0.0754,0.0,0.0936,0.115,133.015,285893,4.0,610.0,152.0,0.68,1.343558282208589,bluegrass
Sub Piatra Doamnei,251372,False,22,Bucovina,Sub Stele,0.23,0.887,6,-4.374,0.0,0.0457,6.28e-05,0.0281,0.133,0.673,135.9,251373,4.0,627.0,157.0,0.031,1.1709531013615733,black-metal
Ainda Bem Que Chegou - Acoustic Version,181978,False,45,Vitor Kley,Ainda Bem Que Chegou (Acoustic Version),0.759,0.66,6,-8.412,0.0,0.0495,0.256,0.0,0.111,0.95,91.026,181978,4.0,261.0,65.0,0.71,1.1709531013615733,brazil
O Bekhabar,267251,False,55,Pritam;Shreya Ghoshal,Action Replayy,0.618,0.806,7,-4.437,1.0,0.0771,0.549,0.0,0.474,0.684,91.909,267252,4.0,406.0,103.0,0.764,4.067085953878407,indian
Realities,515910,False,34,Hozho,"Singles Collection, Vol. 1",0.788,0.499,11,-10.092,0.0,0.0436,0.0108,0.742,0.107,0.211,127.009,515910,4.0,1088.0,273.0,0.667,0.7481162540365985,techno
Tu Boca,225876,False,0,Antonio José,Dulce Balada,0.503,0.455,2,-6.959,1.0,0.0348,0.806,0.0,0.153,0.321,72.743,225877,1.0,272.0,67.0,0.379,3.70048309178744,spanish
布拉格廣場,294600,False,47,Jolin Tsai,看我72變,0.609,0.806,1,-4.399,1.0,0.228,0.316,0.0162,0.0617,0.408,189.182,294600,4.0,917.0,229.0,0.832,2.36741214057508,mandopop
Steampipe Coffee,289588,False,17,Circus No. 9;Jeff Sipe,Steampipe Coffee,0.479,0.41,9,-9.479,1.0,0.0391,0.746,0.00153,0.0834,0.452,151.855,289588,,712.0,178.0,0.777,1.343558282208589,bluegrass
Twisted - Tom Real & Rogue Element Remix,426640,False,11,Rob Le Pitch;Tom Real;The Rogue Element,"Breakbeat Bass, Vol. 2",0.643,0.745,9,-6.953,,0.0461,0.000122,0.648,0.0731,0.688,132.984,426640,4.0,932.0,233.0,0.384,1.343558282208589,breakbeat
Feel the Music - Remix,240426,False,18,Paul Elstak,May The Forze Be With You,0.475,0.979,11,-7.783,0.0,0.0487,0.000142,0.564,0.0846,0.494,167.841,240427,4.0,668.0,167.0,0.471,0.7481162540365985,happy
Wonderful Feeling - Radio Version,239976,False,17,2 Brothers On The 4th Floor,Best of,0.556,0.906,0,-6.382,,0.0375,0.0387,0.0205,0.101,0.698,135.99,239976,,538.0,135.0,0.424,3.349056603773585,happy
Psychosadomasochism,241600,False,17,King Satan,I Want You to Worship Satan,0.613,0.882,7,-7.843,1.0,0.0466,0.00209,0.000298,0.198,0.481,119.967,241600,4.0,473.0,118.0,0.408,4.067085953878407,industrial
Sticks & Stones,159008,False,23,TJ Cream;Ozoro,Hard Talk,0.678,0.634,5,-6.606,0.0,0.274,0.656,0.0,0.31,0.574,159.682,159009,4.0,420.0,104.0,0.626,1.2793053545586106,afrobeat
Ceremony of Opposites,279626,False,23,Samael,Ceremony of Opposites,0.484,0.846,9,-6.371,1.0,0.0464,0.000409,0.825,0.137,0.207,136.903,279627,4.0,627.0,157.0,0.881,1.343558282208589,black-metal
Země Krále Miroslava,194016,False,39,Dymytry,Pharmageddon,0.538,0.915,10,-5.886,0.0,0.0623,4.73e-05,0.00789,0.115,0.58,135.013,194017,,431.0,107.0,0.534,0.7573891625615764,black-metal
Duly Noted - Original Mix,319354,False,3,DJ Skull,Duly Noted EP,0.802,0.837,11,-11.634,0.0,0.0459,0.0774,0.741,0.1,0.661,123.986,319355,4.0,654.0,163.0,0.084,0.7481162540365985,chicago-house
For Her,218368,False,17,MMOTHS;Young & Sick,Diaries,0.136,0.538,0,-11.558,,0.0593,0.904,0.479,0.622,0.0623,81.607,218369,5.0,299.0,74.0,0.939,3.349056603773585,idm
Captivity Spinal Cord,282454,True,0,Ekwon,"Born in Shroud, Dead in Womb",0.506,0.975,7,-4.609,1.0,0.0763,4.31e-06,0.933,0.402,0.102,119.946,282455,,557.0,141.0,0.728,4.067085953878407,iranian
Serenade,222815,False,20,Cameron's Bedtime Classics,Dreamy Piano,0.392,0.0506,3,-19.5,1.0,0.0445,0.99,0.921,0.101,0.101,67.305,222815,4.0,241.0,61.0,0.611,1.7389162561576357,disney
她來聽我的演唱會,292933,False,55,Jacky Cheung,走過1999,0.695,0.212,6,-14.412,1.0,0.0412,0.889,3.86e-05,0.65,0.328,124.072,292933,4.0,595.0,149.0,0.433,1.1709531013615733,mandopop
Vida Loka Também Ama,485088,False,47,Trilha Sonora do Gueto,Us Fracu Num Tem Veiz,0.523,0.483,2,-11.705,0.0,0.224,0.113,0.0,0.384,0.582,140.307,485088,4.0,1132.0,284.0,0.129,3.70048309178744,brazil
Drane [Chosen by Warp co-founder Steve Beckett],650933,False,0,Autechre,Warp20 (Chosen),0.356,0.885,6,-8.999,,0.133,0.172,0.913,0.141,0.19,129.819,650933,5.0,1162.0,292.0,0.51,1.1709531013615733,idm
Honeybee,201716,False,26,Mipso,Old Time Reverie,0.571,0.316,7,-9.215,1.0,0.0274,0.641,3.54e-06,0.153,0.512,92.115,201717,4.0,300.0,74.0,0.632,4.067085953878407,bluegrass
Baatein Ye Kabhi Na - Lofi Flip,158360,False,59,Deepanshu Ruhela;Swattrex;Arijit Singh;Jeet Gannguli,Baatein Ye Kabhi Na (Lofi Flip),0.539,0.481,1,-11.066,,0.0262,0.832,0.0,0.0565,0.235,84.998,158360,4.0,222.0,56.0,0.066,2.36741214057508,indian
Southside 2018,296470,False,16,Technikore,Southside 2018,0.616,0.829,10,-4.932,0.0,0.119,0.1,0.000338,0.0951,0.323,169.92,296471,4.0,826.0,208.0,0.877,0.7573891625615764,happy
Blow,236396,False,0,Suga7,"Simply Breaks & Beats, Vol. 05",0.816,0.823,11,-3.735,1.0,0.0452,0.000941,0.77,0.101,0.45,132.016,236397,4.0,512.0,127.0,0.4,0.7481162540365985,breakbeat
Hybrid,360720,False,0,Saba Alizadeh;Rojin Sharafi,I May Never See You Again,0.412,0.776,10,-15.217,1.0,0.234,0.666,0.722,0.1,0.0575,125.911,360720,3.0,617.0,205.0,0.123,0.7573891625615764,iranian
Dancing Together,189946,False,27,Critical Mass,Happy Hardcore Top 100,0.483,0.98,1,-6.196,1.0,0.0555,0.00434,0.832,0.254,0.794,161.704,189947,4.0,512.0,128.0,0.779,2.36741214057508,happy
Auffe aufn Berg - Apres Ski Hits 2017 Mix XXL,272567,False,1,Jägermeister DJ Alex;Matty Valentino,Auffe aufn Berg,0.627,0.978,8,-3.197,1.0,0.209,0.146,0.0,0.0743,0.557,140.069,272568,4.0,627.0,158.0,0.212,2.7259036144578315,happy
Deep Kiss,272506,False,11,Ten City,No House Big Enough,0.697,0.7,11,-11.129,,0.0731,0.0362,0.235,0.085,0.81,119.055,272507,,538.0,135.0,0.715,0.7481162540365985,chicago-house
Rice & Peas,154012,False,22,Chi Ching Ching,Turning Tables,0.821,0.84,6,-1.302,0.0,0.186,0.143,0.0,0.205,0.638,106.095,154012,4.0,261.0,64.0,0.594,1.1709531013615733,j-dance
Perdula,147395,False,26,Justnormal,Reminiscing,0.669,0.733,7,-6.733,1.0,0.0366,0.489,0.833,0.701,0.0399,85.02,147396,4.0,205.0,50.0,0.374,4.067085953878407,study
Tum Se Hi,321225,False,79,Pritam;Mohit Chauhan,Jab We Met,0.609,0.538,6,-7.842,1.0,0.0273,0.328,0.0,0.125,0.608,130.015,321225,4.0,694.0,173.0,0.809,1.1709531013615733,indian
Downtown Valley,833293,False,1,Downtown Of HongKong,Visions of Darkness (In Iranian Contemporary Music),0.0645,0.0753,1,-14.957,1.0,0.038,0.951,0.775,0.0777,0.0268,68.592,833293,4.0,1009.0,253.0,0.642,2.36741214057508,iranian
Breathe - Zeds Dead Remix,276386,False,16,The Prodigy;Zeds Dead,The Added Fat EP,0.672,0.989,3,-2.425,0.0,0.164,0.175,0.583,0.284,0.156,125.999,276387,4.0,560.0,139.0,0.822,1.7389162561576357,breakbeat
High in Yah - Radio Edit,193608,False,1,Jah Vinci,Imac Riddim,0.577,0.838,5,-4.345,0.0,0.372,0.0177,0.0,0.302,0.774,130.24,193609,5.0,416.0,104.0,0.9,1.2793053545586106,j-dance
十七歲,240106,False,46,Andy Lau,如果有一天,0.637,0.41,5,-7.286,1.0,0.0296,0.631,0.0,0.111,0.383,80.014,240107,4.0,317.0,79.0,0.863,1.2793053545586106,mandopop
Let My Life Be A Light,194000,False,24,Balsam Range,Aeonic,0.684,0.682,9,-8.287,1.0,0.0315,0.579,0.00013,0.306,0.934,119.998,194000,4.0,377.0,93.0,0.568,1.343558282208589,bluegrass
La Última Canción,184748,False,76,Rels B,LA ISLA LP,0.793,0.605,1,-4.952,0.0,0.119,0.426,0.0,0.334,0.268,91.068,184749,4.0,276.0,69.0,0.279,2.36741214057508,spanish
Em Teu Altar - Ao Vivo,263560,False,55,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),0.604,0.567,4,-5.095,1.0,0.0236,0.715,0.000319,0.27,0.306,99.905,263560,4.0,438.0,109.0,0.371,0.916010498687664,brazil
