name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
Quase Me Chamou de Amor,234573,0,54,Pablo,Êee Paixão (A Voz Romântica),0.646,0.525,7,-8.372,0.0301,0.428,0.0,0.516,0.832,131.723,4.0,forro,0
Life Story,230505,1,0,Azhirock,Rope,0.44,0.956,7,-3.214,0.0695,0.00783,4.1e-05,0.331,0.372,144.987,4.0,iranian,1
Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),225360,0,46,Léo Magalhães,Ao Vivo em Goiânia,0.415,0.501,11,-7.232,0.0361,0.83,0.0,0.242,0.306,114.579,4.0,forro,0
O Piseiro Estourou,148398,0,40,Márcia Fellipe;Os Barões Da Pisadinha;Vitor Fernandes;Victor Meira;Zeca Bota Bom;Zé Vaqueiro,"Piseiro, Churrasco & Paredão",0.765,0.955,0,-1.516,0.0506,0.555,5e-06,0.281,0.973,160.021,4.0,forro,1
Cinco Estrelas,297025,1,47,Cartel Mcs;Sain,Sin City,0.399,0.694,1,-7.662,0.472,0.409,4.58e-05,0.123,0.649,177.162,4.0,brazil,1
Spitfire - Nightbreed Mix,368760,0,13,The Prodigy,Spitfire,0.401,0.987,2,-3.567,0.342,0.000675,0.573,0.266,0.146,178.075,4.0,breakbeat,3
Schwarz,258108,1,61,Rammstein,Zeit,0.559,0.77,10,-5.604,0.0319,0.0534,0.00127,0.135,0.145,127.008,4.0,industrial,1
Feels Good,290771,0,9,DJ Sneak,Polyester (The Complete Story),0.813,0.746,1,-10.742,0.0545,7.43e-05,0.951,0.0289,0.614,123.999,4.0,chicago-house,3
Steam Powered Aereoplane,255840,0,22,Leftover Salmon,Leftover Salmon: Live,0.399,0.914,7,-8.809,0.0437,0.0523,0.022,0.971,0.612,121.69,4.0,bluegrass,1
Scarborough Fair (Arr. Parkin),194533,0,57,Traditional;Sheku Kanneh-Mason;Plínio Fernandes,Elgar,0.311,0.0253,2,-30.561,0.04,0.976,0.897,0.123,0.251,116.816,4.0,sleep,2
Rainbow Inside a Cloud,159107,0,16,"Sarah, the Illstrumentalist",Rainbows Inside a Cloud,0.882,0.619,8,-3.96,0.142,0.235,0.882,0.11,0.548,85.953,4.0,study,3
Nieustępliwa Mirabel,95946,0,18,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.172,0.0254,9,-20.089,0.0342,0.781,0.898,0.161,0.0323,77.522,4.0,disney,2
Extraction (ABGT499D3),263225,0,10,Dosem,Journey To ABGT500 pt.2,0.648,0.745,11,-7.196,0.0318,8.57e-05,0.936,0.113,0.219,124.004,4.0,spanish,3
A Partir De Hoy,196802,0,0,David Bisbal;Sebastian Yatra,Para entrar en calor,0.652,0.847,6,-5.035,0.0552,0.188,0.0,0.378,0.515,163.942,4.0,spanish,1
Breaking the Circle,332800,0,0,Ocoeur,Connections,0.519,0.752,7,-14.776,0.0669,0.542,0.932,0.231,0.211,149.977,3.0,idm,3
The Toad And The Bull,132163,0,4,Justnormal,River Boats,0.72,0.4,0,-6.54,0.0315,0.782,0.833,0.11,0.235,87.033,4.0,study,2
Saying It Now,275157,0,24,Skindred,Big Tings,0.505,0.568,7,-4.344,0.027,0.0211,0.0,0.163,0.21,119.935,4.0,industrial,1
Right Thing,307466,0,12,Frankie Knuckles,Beyond The Mix,0.726,0.743,6,-11.927,0.0333,0.0711,0.000126,0.0491,0.961,118.364,4.0,chicago-house,1
Ela Não Monta na Lambreta / Trópico Banana - Ao Vivo,259050,0,34,Bell Marques,Só as Antigas (Ao Vivo),0.543,0.939,0,-5.299,0.0611,0.0958,0.000287,0.396,0.659,150.992,4.0,forro,1
Whisper,226299,0,16,Himera;JEL: The Digital Dream Girl,Whisper,0.685,0.788,8,-6.184,0.0789,0.0145,0.896,0.0769,0.457,139.946,4.0,techno,3
Madan,218360,0,49,Stylo;Space Motion,Madan,0.756,0.815,10,-8.327,0.0799,0.0184,0.598,0.568,0.775,121.973,4.0,techno,3
Party in My Head,188111,1,65,Pain,Party in My Head,0.445,0.914,4,-5.001,0.0494,0.000152,0.0,0.549,0.587,135.032,4.0,industrial,1
Frio da Solidão,214674,0,42,Rafinha o Big Love,Seresta do Rafinha,0.736,0.832,9,-2.575,0.0428,0.201,0.0,0.203,0.531,135.026,4.0,forro,1
Unicorn - Video Version,250600,0,23,Apoptygma Berzerk,Unicorn - Deluxe Bonus Track Edition (Remastered),0.64,0.906,6,-7.998,0.0414,0.00535,0.00489,0.136,0.616,125.97,4.0,industrial,1
Soldiers~慈しむ者たち~,252533,0,14,DA PUMP,DA POP COLORS,0.794,0.839,8,-3.016,0.0985,0.0536,0.0,0.395,0.591,102.988,4.0,j-dance,1
Show Some Love - TC VIP Mix,336279,0,15,TC;Little Grace,Show Some Love,0.455,0.849,7,-4.181,0.0372,0.000514,0.00227,0.223,0.129,172.015,4.0,industrial,1
Charlie Be Quiet!,128364,0,59,Charlie Puth,CHARLIE,0.753,0.662,8,-4.25,0.0702,0.205,3.66e-06,0.0851,0.466,94.958,4.0,breakbeat,1
Into the Void,316701,0,43,Celldweller,Satellites,0.401,0.949,7,-4.805,0.111,8.29e-05,0.00567,0.153,0.536,194.032,4.0,industrial,1
Timidez - Ao Vivo,205706,0,60,Cavalo De Pau,"Forró Cavalo de Pau, Vol. I (Ao Vivo)",0.632,0.963,7,-5.524,0.0519,0.00656,0.000327,0.314,0.735,121.267,4.0,forro,1
"Aguente, Guerreiro",307750,0,47,Anderson Freire;Midian Lima,"Aguente, Guerreiro",0.327,0.542,2,-8.352,0.0523,0.129,0.0,0.0945,0.291,89.533,4.0,brazil,1
曖昧,280666,0,52,Faye Wong,Di Dar,0.294,0.467,0,-8.776,0.0328,0.312,0.0,0.431,0.322,207.724,4.0,mandopop,0
Saari Umar,274240,0,40,Harish Budhwani,Saari Umar,0.576,0.236,7,-11.467,0.0375,0.281,0.0,0.112,0.415,124.877,4.0,indian,0
Dreamlover,138306,0,1,Heléne Lundström,Small steps,0.64,0.417,1,-7.55,0.0265,0.842,0.0,0.188,0.522,141.903,4.0,disney,0
Groundhog Day,173941,0,27,Scooter,Groundhog Day (The Mixes),0.466,0.98,7,-4.251,0.105,0.00436,7.35e-06,0.37,0.173,155.021,4.0,happy,1
Anna Júlia - Ao Vivo,226546,0,43,Los Hermanos,Los Hermanos Na Fundição Progresso - 09 De Junho De 2007,0.233,0.948,3,-4.464,0.209,0.12,0.00261,0.984,0.444,146.753,4.0,brazil,1
Dronning Ellisiv,272628,0,41,Myrkur,Dronning Ellisiv,0.523,0.481,5,-9.757,0.0269,0.93,0.0012,0.236,0.198,137.985,3.0,black-metal,0
詠み人知らずの青春歌 - 2022 ver.,280766,0,11,Wasuta,我々はネコである。,0.509,0.949,3,-2.481,0.0567,0.0239,0.00288,0.224,0.29,92.5,4.0,j-idol,1
More Human Than Human,269693,1,0,White Zombie,Halloween Spooky Party 2022,0.659,0.961,6,-5.568,0.0829,0.000425,0.423,0.105,0.537,101.368,4.0,industrial,3
浪子回頭,259373,0,59,EggPlantEgg,卡通人物,0.473,0.488,0,-9.979,0.0477,0.251,8.32e-06,0.11,0.203,129.523,4.0,mandopop,0
Down Where The River Bends,275066,0,23,Old & In The Way,Breakdown,0.447,0.315,10,-15.271,0.036,0.656,0.0105,0.896,0.72,129.551,4.0,bluegrass,0
Kidney In a Cooler,359173,0,20,Keller Williams,Loop,0.559,0.41,1,-14.27,0.123,0.733,0.000106,0.132,0.684,90.887,4.0,bluegrass,0
Bra,306360,0,48,Cymande,Cymande,0.676,0.769,7,-10.142,0.0535,0.00545,0.0256,0.131,0.891,117.733,4.0,afrobeat,1
Podría Ser Peor,253014,0,56,La Casa Azul,La Gran Esfera,0.662,0.909,5,-4.995,0.0407,0.0498,0.0104,0.212,0.617,125.018,4.0,spanish,1
The Carnival of the Animals: Fossils (feat. Nina Flyer & Chie Nagatani),120765,0,0,David Ogden Stiers;Chie Nagatani;Nina Flyer,Ferdinand the Bull and Friends (feat. Nina Flyer and Chie Nagatani),0.722,0.22,10,-18.145,0.0706,0.965,0.011,0.106,0.887,107.138,4.0,disney,0
Fly Away,250285,0,16,Mokhov,Perfect Dream,0.556,0.732,6,-7.453,0.0725,0.12,4.18e-05,0.0855,0.21,140.011,4.0,idm,1
It's Gonna Be Alright - Be Smoove Dub,399244,0,9,Jovonn,Goldtones,0.858,0.644,8,-8.804,0.0737,0.0726,0.922,0.118,0.203,120.898,4.0,chicago-house,3
Endlich wieder Alkohol,214328,0,24,Peter Wackel,Endlich wieder Alkohol,0.65,0.992,5,-1.413,0.116,0.208,0.0,0.964,0.301,141.96,4.0,happy,1
Pump Action,134908,0,51,Overseer,Superconductor EP,0.609,0.828,4,-9.443,0.0318,0.000728,0.695,0.126,0.5,105.005,4.0,breakbeat,3
Hangin’ Around,171506,0,34,The Steeldrivers,The Muscle Shoals Recordings,0.487,0.558,7,-8.793,0.0289,0.539,5.12e-06,0.308,0.668,93.959,4.0,bluegrass,0
Chakra Meditation,264106,0,29,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",0.0871,0.0853,5,-26.123,0.0438,0.973,0.958,0.141,0.0393,68.363,3.0,sleep,2
Los 90,226124,0,43,Natos y Waor,Luna llena,0.768,0.546,6,-5.755,0.248,0.0214,2.41e-06,0.0799,0.801,82.007,4.0,spanish,1
きゅるん,196120,0,24,Shiritsu Ebisu Chugaku,私立恵比寿中学,0.7,0.924,8,-3.859,0.0552,0.133,0.0,0.252,0.756,128.017,4.0,j-idol,1
Monsters of Men,261216,0,5,Occams Laser,Occult 91,0.569,0.931,2,-6.697,0.0269,0.0584,0.838,0.356,0.415,129.984,4.0,techno,3
Push My Luck,181853,0,57,The Chainsmokers,World War Joy,0.563,0.645,2,-6.422,0.0428,0.293,0.0,0.202,0.523,89.976,4.0,chicago-house,1
Seu Amor Me Persegue (Studio),445970,0,3,Casa Worship;Julliany Souza,Seu Amor Me Persegue (Studio),0.364,0.603,6,-9.079,0.0356,0.0217,7.67e-05,0.0898,0.0886,133.784,4.0,brazil,1
"Holy, Holy, Holy",189398,0,57,Audrey Assad,Inheritance,0.431,0.34,11,-10.316,0.0275,0.472,0.0034,0.115,0.181,80.044,4.0,indian,0
A Tu Lado,311675,0,21,Coti,A Tu Lado,0.552,0.831,0,-5.138,0.0362,0.0165,4.47e-05,0.0751,0.584,126.995,4.0,spanish,1
Soul Train - Remastered,306708,0,0,Scooter,The Stadium Techno Experience (20 Years of Hardcore Expanded Editon) [Remastered],0.515,0.954,3,-6.321,0.0401,0.000663,0.82,0.0565,0.204,142.0,4.0,happy,3
Człowiekiem gdybym był,142226,0,27,Karolina Trebacz;Marcin Mrozinski;Piotr Gasowski,Ksiezniczka I Zaba,0.695,0.814,1,-3.649,0.145,0.286,0.0,0.333,0.515,107.01,4.0,disney,1
"Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack",238920,0,33,Carmen Twillie;Lebo M.,Best of The Lion King,0.324,0.609,10,-8.046,0.0475,0.238,1.69e-06,0.218,0.525,83.319,4.0,disney,1
Troddin,150857,0,35,LoFinga;FLKS;No Spirit,Troddin,0.683,0.217,0,-10.501,0.0562,0.788,0.889,0.0903,0.398,139.737,4.0,study,2
Plodder,260000,0,9,Melorman,Far Away Morning,0.661,0.804,0,-7.654,0.0414,0.00297,0.912,0.115,0.0352,160.073,4.0,idm,3
Life Me Say,132000,1,22,Vybz Kartel,Reggae Love Songs Deluxe Edition,0.619,0.499,2,-8.73,0.425,0.403,0.000322,0.208,0.278,159.906,4.0,j-dance,0
Voices,331395,0,20,Yo Speed,"Psychedelic Trip, Vol. 8",0.65,0.947,1,-6.685,0.0376,0.0014,0.71,0.349,0.475,129.001,4.0,breakbeat,3
Ahora Te Puedes Marchar,150257,0,60,Abraham Mateo,Ahora Te Puedes Marchar,0.791,0.722,8,-3.031,0.0456,0.068,0.0,0.0524,0.961,133.076,4.0,spanish,1
HYbr:ID oval collider,379294,0,12,alva noto,HYbr:ID I,0.642,0.187,0,-22.659,0.0454,0.107,0.719,0.0881,0.0372,139.769,4.0,idm,3
Put A Record On,188160,0,2,Matt Sassari,Put A Record On,0.823,0.925,2,-5.842,0.0479,0.00448,0.14,0.113,0.75,125.016,4.0,techno,1
Unbounded,198269,0,0,Spuntic,Between Green,0.16,0.263,0,-20.167,0.0398,0.943,0.0028,0.0881,0.175,77.969,1.0,iranian,0
"The Bells of Notre Dame - From ""The Hunchback of Notre Dame""/Soundtrack",385586,0,32,David Ogden Stiers;Tony Jay;Paul Kandel;Chorus - The Hunchback Of Notre Dame,Disney's Greatest Volume 2,0.308,0.221,2,-17.725,0.0676,0.834,5.09e-06,0.247,0.279,87.163,4.0,disney,0
Salvation - Radio Edit,215351,0,19,Korsakoff;Never Surrender;Alee,Salvation (Radio Edit),0.43,0.978,6,-2.882,0.259,0.0675,0.0,0.0929,0.143,174.854,4.0,happy,1
Better Is One Day,290933,0,44,Matt Redman,Sing Like Never Before: The Essential Collection,0.471,0.688,7,-6.55,0.0322,0.085,0.0,0.351,0.503,77.13,4.0,afrobeat,1
Don't Cuss the Fiddle,273413,0,28,Keller & The Keels,Thief,0.543,0.524,0,-8.893,0.0333,0.704,0.0018,0.117,0.68,124.808,4.0,bluegrass,0
Reggae Rock,117733,0,34,Jackie Mittoo,The Keyboard King at Studio One,0.752,0.451,5,-9.922,0.0544,0.368,0.396,0.124,0.886,81.468,4.0,afrobeat,0
I Wanna Rock You (CD Mix) - Extended Mix,250870,0,14,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.564,0.935,7,-5.082,0.0604,0.00271,0.68,0.121,0.0433,179.881,4.0,happy,3
Soul Patrol,331776,0,15,Total Science;MC Conrad,Soul Patrol,0.52,0.995,6,-2.855,0.0825,0.000894,0.119,0.32,0.881,175.951,4.0,industrial,1
Filho Do Deus Vivo - Ao Vivo,334400,0,49,Nívea Soares,Glória E Honra (Ao Vivo),0.517,0.873,1,-6.874,0.0349,0.00218,4.8e-05,0.95,0.246,133.982,4.0,brazil,1
Lo noto (feat. Hombres G),249626,0,32,Miguel Bosé;Hombres G,Papitwo (Deluxe),0.367,0.52,5,-6.528,0.0308,0.433,0.0,0.109,0.29,83.083,4.0,spanish,0
In Between Dreams,185716,0,63,Don Mazuck,In Between Dreams,0.0762,0.00694,4,-38.45,0.0374,0.972,0.913,0.0969,0.191,64.959,4.0,sleep,2
Home By 11 PM,123875,0,11,"Sarah, the Illstrumentalist",Home By 11 PM,0.742,0.257,5,-9.015,0.114,0.0568,1.61e-05,0.205,0.537,79.41,3.0,study,1
KNUCKLEHEAD,333986,0,16,The Sound Stylistics,Greasin The Wheels,0.688,0.897,0,-5.623,0.0311,0.467,0.706,0.0332,0.942,113.784,4.0,afrobeat,3
會呼吸的痛,272973,0,57,Fish Leong,崇拜,0.67,0.518,7,-7.53,0.0278,0.538,0.0,0.111,0.195,112.006,4.0,mandopop,0
"Wide-Eyed, Wrapped In Love",336893,0,5,Digitonal,Save Your Light For Darker Days,0.518,0.386,10,-14.567,0.0381,0.158,0.89,0.121,0.11,173.994,4.0,idm,3
Infinite Lites - Original Mix,407920,0,0,B12,Time Tourist (Expanded Edition),0.729,0.906,8,-7.364,0.0388,0.292,0.834,0.117,0.735,124.86,4.0,idm,3
Bruno's Tower,52466,0,22,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.165,0.058,0,-28.367,0.0474,0.793,0.892,0.143,0.0343,147.948,3.0,disney,2
Humara Ho Gaya,157674,0,52,Osho Jain;Sanchi,Saar,0.657,0.249,0,-12.8,0.0528,0.929,0.0,0.0965,0.226,148.027,4.0,indian,0
Tere Liye,331676,0,67,Madan Mohan;Lata Mangeshkar;Roop Kumar Rathod;Javed Akhtar,Veer - Zaara,0.525,0.46,1,-8.594,0.0246,0.826,0.00202,0.139,0.33,98.007,4.0,indian,0
Fall Too Fast,229226,0,28,The Wood Brothers,Loaded,0.522,0.302,0,-9.774,0.0315,0.593,0.00162,0.115,0.187,121.47,3.0,bluegrass,0
Drowned in Emotion,222567,0,67,Caskets,Lost Souls,0.444,0.945,0,-6.389,0.0714,0.0015,2.84e-05,0.0661,0.333,77.041,4.0,black-metal,1
Never Walk Alone - Live,348619,0,37,Hillsong Worship;Mi-kaisha Rose,These Same Skies (Live),0.42,0.553,5,-8.049,0.0332,0.141,0.0,0.103,0.214,143.804,4.0,mandopop,1
Seeufer-Wellen,230675,0,42,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.156,0.433,0,-27.474,0.055,0.897,0.93,0.232,1e-05,131.61,4.0,sleep,2
Live or Die Free,118946,1,25,(Hed) P.E.,New World Orphans,0.611,0.958,1,-4.538,0.111,0.0185,0.278,0.7,0.68,125.156,4.0,industrial,1
溺愛失調症,248622,0,20,夜光性アミューズ,夜光性イントロデュース,0.579,0.955,1,-4.146,0.128,0.043,0.0,0.0669,0.319,99.977,4.0,j-idol,1
Bang Bang,213200,1,19,Dub Pistols;Kitten & The Hip;Barry Ashworth;Bill Borez,Worshipping the Dollar,0.728,0.626,0,-11.613,0.0341,0.00511,0.000111,0.174,0.841,150.006,4.0,breakbeat,1
The Future Is The Past,283867,0,42,Colyn,Volume Two,0.747,0.817,10,-9.034,0.0528,0.000114,0.809,0.106,0.331,126.041,4.0,techno,3
Paper Birds,368013,0,6,Tineidae,Lights,0.292,0.224,5,-13.262,0.0464,0.376,0.933,0.111,0.0381,90.135,4.0,idm,2
Hintergrund Meer,131321,0,42,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.0882,0.999,6,-18.486,0.0542,0.375,0.99,0.892,1e-05,87.484,4.0,sleep,3
Bipolar Disorder - Radio Edit,207000,0,49,Kaiserdisco,Paranoid,0.684,0.853,11,-7.676,0.0559,0.00108,0.892,0.0611,0.192,129.999,4.0,techno,3
Kryptônia,295706,0,46,Zé Ramalho,Antologia Acústica,0.675,0.521,2,-8.321,0.0329,0.227,4.08e-05,0.572,0.183,133.726,4.0,brazil,1
From The Wescoast - Original Mix,316235,0,14,Partyraiser,Like An Animal EP,0.632,0.975,11,-5.127,0.171,0.0569,0.0698,0.196,0.386,97.01,4.0,happy,1
Asi No Se Puede Muchaches,240640,0,17,Romperayo,Asi No Se Puede Muchaches,0.736,0.885,6,-5.579,0.0485,0.0684,0.822,0.0923,0.832,112.01,4.0,afrobeat,3
I Feel Love - 1979 Disco Club Mix,546033,0,35,DJ Pierre;Chic Loren,Wild Pitch: The Story,0.568,0.853,10,-7.297,0.0442,0.0783,0.834,0.0816,0.551,125.012,4.0,chicago-house,3
Sonhos e Planos - Ao Vivo,209606,0,48,Desejo De Menina,"Ao Vivo em Petrolina, Vol. 1",0.554,0.809,5,-3.767,0.0378,0.524,0.0,0.25,0.588,87.994,4.0,forro,0
ヒュッゲ,397973,0,19,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.562,0.434,9,-7.244,0.417,0.614,0.0,0.26,0.484,137.675,3.0,disney,0
DJ Whore - DJ Edit,308571,0,16,S3RL;Tamika,DJ Whore,0.498,0.979,7,-0.923,0.152,0.000146,0.242,0.044,0.537,174.973,4.0,happy,1
CSE,193082,0,54,Reinier Zonneveld,CSE,0.753,0.932,1,-8.972,0.081,0.0191,0.769,0.178,0.532,133.017,4.0,techno,3
Diese Insel,166046,0,16,Jack Gelee,Diese Insel,0.57,0.975,1,-2.617,0.0617,0.0404,0.0,0.162,0.908,137.948,3.0,happy,1
Waves Meditative Spirit,75658,0,29,Ocean Waves For Sleep,Instant Sleep,0.155,0.176,9,-32.33,0.0881,0.161,0.169,0.384,0.00492,103.511,4.0,sleep,0
Vanishing,372906,0,43,Tale Of Us;Fideles,Unity Pt. 2,0.764,0.497,0,-9.931,0.0417,0.00236,0.916,0.0968,0.0671,122.006,4.0,techno,3
The Game - Radio Edit,193103,0,21,Korsakoff;Re-Style,The Game (Radio Edit),0.46,0.941,5,-5.1,0.0996,0.135,0.149,0.124,0.404,174.052,4.0,happy,1
Kasoor,197549,0,70,Prateek Kuhad,Kasoor,0.558,0.497,8,-7.175,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047,4.0,indian,1
銀河の誓い,299300,0,24,MAX,MAXIMUM COLLECTION,0.635,0.87,2,-4.679,0.0306,0.0131,8.92e-06,0.384,0.214,134.05,4.0,j-idol,1
"Let it Go (From ""Frozen"")",147580,0,24,Little Piano Player,Frozen,0.482,0.0607,5,-21.702,0.0578,0.988,0.948,0.105,0.0426,147.872,4.0,disney,2
Pink Noise for Babies,300094,0,36,Pink Noise,The Best Pink Noise,0.14,0.762,1,-18.283,0.166,0.385,0.973,0.112,0.0327,84.1,1.0,sleep,2
Dildo - Interdrive Version,349306,1,22,Interactive,Retroactive - The Very Best...And More!,0.778,0.815,7,-13.371,0.0498,0.1,0.571,0.144,0.711,136.967,4.0,happy,3
Mr. Vain,336840,0,66,Culture Beat,Serenity,0.676,0.996,9,-7.946,0.0397,0.0478,0.262,0.333,0.4,132.871,4.0,techno,1
Sellat,572866,0,0,Mehdi Khayami;Maria Grazia Bellocchio,Mehdi Khayami: Kamanche Concerto,0.393,0.239,8,-13.431,0.0459,0.846,0.893,0.101,0.0409,138.686,3.0,iranian,2
"Singing Birds, Natural Background Music for Babies",232307,0,32,Relaxation Meditation Songs Divine,"50 Calming & Soothing Songs with Nature Sounds, Relaxing Piano for Trauble Sleeping for Babies, Kids and Newborn: Sleep Music Lullabies, Fall Asleep and Sleep Through the Night",0.276,0.0151,9,-29.834,0.0611,0.973,0.867,0.0783,0.12,102.437,4.0,sleep,2
I And Love And You,300840,0,62,The Avett Brothers,I And Love And You,0.424,0.264,2,-9.984,0.0298,0.831,7.08e-05,0.0763,0.169,139.593,4.0,bluegrass,0
Clean White Noise - Loopable With No Fade - White Noise For Baby Sleep Remix,67682,0,31,White Noise Babies;White Noise For Baby Sleep,Loopable White Noise,0.0,2.03e-05,10,-43.046,0.0,0.974,0.00105,0.101,0.0,0.0,0.0,sleep,2
Long Gone - Audio Remix,297209,0,18,Noisia;Evol Intent;Audio,The Resonance IV,0.574,0.832,5,-2.138,0.0545,0.0033,0.328,0.0734,0.0579,172.074,4.0,breakbeat,3
OK OK - feat. Yo-Sea,162041,0,25,CrazyBoy;Yo-Sea,HIP LIFE:POP LIFE,0.658,0.76,11,-6.613,0.155,0.0399,0.0,0.138,0.79,144.944,4.0,j-dance,1
Medley: Sedih Tak Berujung / Akhir Cerita Cinta (Live) - Together Whatever Sessions Live,605100,0,39,Glenn Fredly,Kacau Galau (Together Whatever Sessions Live),0.329,0.41,2,-11.87,0.0488,0.0136,7.02e-05,0.147,0.141,124.21,4.0,j-dance,1
Say U Will - Original Mix,329093,0,0,Cajmere;Dajae,Only 4 U: The Sound Of Cajmere & Cajual Records 1992-2012,0.926,0.471,2,-9.568,0.112,0.000432,0.00847,0.104,0.476,123.979,4.0,chicago-house,1
Black Clouds,796533,0,24,The String Cheese Incident,Carnival '99,0.403,0.622,2,-11.38,0.0331,0.726,0.558,0.924,0.83,140.366,4.0,bluegrass,0
Slumber,240000,0,0,Ocoeur,Connections,0.151,0.0713,11,-19.015,0.0463,0.858,0.849,0.112,0.0304,146.227,4.0,idm,2
Freedom of Expression - Dark Acid Mix,397272,0,46,A*S*Y*S;Kai Tracid;Tom Wax,Freedom of Expression (Dark Acid Mix),0.7,0.917,2,-7.002,0.0539,0.0196,0.844,0.0922,0.0523,132.019,4.0,techno,3
Resurrection,275644,0,2,Kahtmayan,Resurrection 1,0.582,0.97,4,-3.26,0.0781,0.000258,0.00033,0.062,0.151,120.035,4.0,iranian,1
Nación Nueva,579760,0,19,Newen Afrobeat,Newen Afrobeat,0.668,0.75,1,-6.718,0.049,0.0175,0.231,0.13,0.705,134.96,4.0,afrobeat,1
Pestiferous Posse,305346,0,14,Sodom,Bombenhagel,0.35,0.985,4,-4.832,0.0885,0.000691,0.175,0.106,0.12,105.932,4.0,black-metal,1
Avalanche,388706,0,11,Monolake,Silence,0.376,0.512,10,-16.044,0.049,0.0525,0.82,0.12,0.304,105.754,3.0,idm,3
Timidez,267733,0,47,Biquini Cavadão,Ao Vivo,0.442,0.885,4,-5.843,0.0816,0.081,0.0,0.774,0.268,129.421,4.0,brazil,1
Blaze,215875,0,13,Booka Shade;Jan Blomqvist,Blaze,0.664,0.636,8,-6.722,0.0317,0.0115,0.631,0.0523,0.383,123.996,4.0,techno,3
Soothing Brown Waves with Vacuum Cleaner - Loopable with No Fade,93451,0,35,Vacuum Cleaner White Noise;Meditation Awareness;Relaxing Zen Spa;Baby Can't Sleep;Calm Children Collection,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",0.167,0.802,2,-15.754,0.129,1.62e-06,0.929,0.731,0.022,117.515,5.0,sleep,3
Simon Smith and the Amazing Dancing Bear - 2002 Remaster,125400,0,25,Randy Newman,Sail Away (Expanded & Remastered Edition),0.607,0.145,2,-16.712,0.0396,0.918,2.11e-05,0.108,0.609,143.826,4.0,disney,0
Sleep Music,134379,0,9,Type.Raw;Filliboom,Loungin',0.728,0.378,8,-10.498,0.243,0.619,0.303,0.115,0.627,83.954,4.0,study,0
Too Emotional,163813,1,34,Chronic Law;Sky Bad,Too Emotional,0.604,0.687,1,-8.575,0.45,0.339,0.000116,0.12,0.372,120.33,5.0,j-dance,1
Kyon - Lofi Flip,97822,0,56,Papon;Harrlin,Kyon (Lofi Flip),0.582,0.419,2,-11.27,0.0358,0.403,0.129,0.133,0.183,99.169,4.0,indian,0
Direct Drive,431590,0,10,Larry Heard,Love's Arrival,0.808,0.753,4,-9.914,0.0526,0.000229,0.873,0.0899,0.504,119.997,4.0,chicago-house,3
Fragile,159850,0,5,Corvad,Fragile,0.852,0.845,0,-6.84,0.0408,0.857,0.934,0.0966,0.387,125.006,4.0,techno,2
Sun Study,93714,0,0,Loyla Lo,Sun Study,0.934,0.212,10,-13.979,0.237,0.749,0.316,0.0869,0.925,105.01,4.0,study,0
Elvi$,365986,0,21,Felix Da Housecat,He Was King,0.538,0.867,0,-6.574,0.0328,7.48e-05,0.924,0.301,0.299,129.804,4.0,chicago-house,3
Old Soul,307246,0,11,The Daily Bred,Old Soul,0.782,0.236,7,-14.056,0.0448,0.176,0.927,0.0766,0.48,83.021,4.0,study,3
Clutch,253539,0,36,Power Glove,Playback,0.655,0.813,10,-6.812,0.0537,0.0422,0.87,0.112,0.432,113.028,4.0,techno,3
77,319259,0,0,Farzad Golpayegani,Five,0.13,0.759,11,-4.84,0.0399,0.0628,0.0484,0.282,0.218,96.137,4.0,iranian,1
Tengo Luquita,223600,0,42,Juanafé,La Makinita,0.526,0.711,6,-4.373,0.0465,0.585,0.0,0.0728,0.651,176.27,4.0,afrobeat,0
Glob,457386,0,8,Kenny Larkin,"Keys, Strings, Tambourines",0.705,0.851,8,-8.907,0.0896,0.00958,0.393,0.106,0.454,124.983,4.0,chicago-house,3
Packard - Nora En Pure Remix,250731,0,37,Oliver Schories;Jan Blomqvist;Nora En Pure,Packard (Nora En Pure Remix),0.651,0.826,4,-7.302,0.0682,0.107,0.0738,0.159,0.28,122.937,4.0,techno,1
Pink Noise For Sleep 2,100934,0,40,Granular,Pink Noise For Sleep,0.0,0.167,1,-28.114,0.0,0.369,0.481,0.112,0.0,0.0,0.0,sleep,2
Braindead Lunatic,200593,1,14,Nosferatu;Spitnoise,When Worlds Collide,0.322,0.961,11,-0.719,0.309,0.028,0.0,0.373,0.185,205.029,4.0,happy,1
